name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Neisseria lactamica	486	species	2220606	25	3	0.0
Neisseria meningitidis	487	species	8508873	30	3	0.0
Neisseria elongata	495	species	2256647	16	1	0.0
Thermomicrobium roseum	500	species	2920744	1	0	0.0
Kingella kingae	504	species	2140065	17	11	0.0
Alcaligenes faecalis	511	species	4248684	9	0	0.0
Bordetella	517	genus	0	1	0	0.0
Bordetella bronchiseptica	518	species	6491145	14	0	0.0
Bordetella parapertussis	519	species	4815611	14	0	0.0
Bordetella pertussis	520	species	48698463	29	0	0.0
Bordetella avium	521	species	3732255	7	0	0.0
Ochrobactrum anthropi	529	species	5053471	838	0	0.0
Beijerinckia	532	genus	0	2	0	0.0
Beijerinckia indica	533	species	4418616	114	9	0.0
Chromobacterium violaceum	536	species	4751080	18	0	0.0
Zymomonas mobilis	542	species	2426073	3	1	0.0
Citrobacter koseri	545	species	4735357	43	43	0.0
Enterobacter cloacae	550	species	10083180	11	1	0.0
Erwinia amylovora	552	species	3869718	15	6	0.0
Pantoea ananatis	553	species	4842757	6	1	0.0
Pectobacterium carotovorum	554	species	4852842	4	1	0.0
Escherichia coli	562	species	12319210	11944	388	3.53192e-06
Shimwellia blattae	563	species	4158725	11	2	0.0
Escherichia fergusonii	564	species	4643861	11538	0	2.15424e-12
Hafnia alvei	569	species	6928293	3	3	0.0
Klebsiella oxytoca	571	species	16779606	28	0	0.0
Klebsiella pneumoniae	573	species	15713353	7	2	0.0
Morganella morganii	582	species	3853791	4	0	0.0
Proteus mirabilis	584	species	5337360	18	0	0.0
Proteus vulgaris	585	species	3794983	18	0	0.0
Providencia stuartii	588	species	6521015	17	13	0.0
Serratia marcescens	615	species	8465231	12	0	0.0
Shigella	620	genus	0	3	0	0.0
Shigella boydii	621	species	4698475	11175	16	0.000104297
Shigella dysenteriae	622	species	4560911	5632	33	1.60288e-06
Shigella flexneri	623	species	4763519	11535	0	0
Shigella sonnei	624	species	6798914	11563	11	1.06057e-05
Xenorhabdus nematophila	628	species	4586662	47	0	0.0
Yersinia enterocolitica	630	species	14308813	1	1	0.0
Yersinia pestis	632	species	7124135	4	1	0.0
Yersinia pseudotuberculosis	633	species	9565781	2	0	0.0
Edwardsiella tarda	636	species	3717889	2	0	0.0
Aeromonas hydrophila	644	species	7739252	4	3	0.0
Aeromonas media	651	species	4788430	1	1	0.0
Vibrio cholerae	666	species	6170861	3	2	0.0
Aliivibrio fischeri	668	species	4273718	6	0	0.0
Grimontia hollisae	673	species	3998273	1	1	0.0
Vibrio mimicus	674	species	8922704	1	0	0.0
Vibrio fluvialis	676	species	4827724	6	0	0.0
Plesiomonas shigelloides	703	species	3405979	4	3	0.0
Aggregatibacter actinomycetemcomitans	714	species	4378647	71	45	0.0
Actinobacillus pleuropneumoniae	715	species	2299903	2	2	0.0
Haemophilus influenzae	727	species	2672708	1	0	0.0
Haemophilus parainfluenzae	729	species	2086875	23	0	0.0
[Haemophilus] ducreyi	730	species	10121291	2	1	0.0
Histophilus somni	731	species	2138367	1	0	0.0
Aggregatibacter aphrophilus	732	species	3520359	24	0	0.0
[Haemophilus] parasuis	738	species	4546750	3	1	0.0
Pasteurella multocida	747	species	2546987	1	0	0.0
Anaplasma	768	genus	0	2	0	0.0
Anaplasma centrale	769	species	1206806	18	0	0.0
Anaplasma marginale	770	species	1200061	10	0	0.0
Bartonella	773	genus	0	1	0	0.0
Bartonella bacilliformis	774	species	1444212	15	6	0.0
Coxiella burnetii	777	species	2076694	4	2	0.0
Ehrlichia ruminantium	779	species	2264626	3	0	0.0
Rickettsia	780	genus	0	40	0	0.0
Rickettsia conorii	781	species	1268755	32	0	0.0
Rickettsia prowazekii	782	species	1111249	32	0	0.0
Rickettsia rickettsii	783	species	1265141	25	0	0.0
Orientia tsutsugamushi	784	species	2068019	2	1	0.0
Rickettsia typhi	785	species	1112275	32	0	0.0
Rickettsia akari	786	species	1231060	24	0	0.0
Rickettsia australis	787	species	1323280	21	0	0.0
Rickettsia canadensis	788	species	1155000	54	30	0.0
Bartonella quintana	803	species	1584515	17	2	0.0
Chlamydia	810	genus	0	2	0	0.0
Bacteroides fragilis	817	species	7824806	50	0	0.0
Bacteroides thetaiotaomicron	818	species	6390542	92	1	0.0
Bacteroides vulgatus	821	species	5163189	74	2	0.0
Parabacteroides distasonis	823	species	4811379	185	53	0.0
Campylobacter gracilis	824	species	2281652	3	0	0.0
Sebaldella termitidis	826	species	4486650	2	0	0.0
Fibrobacter succinogenes	833	species	7685639	10	6	0.0
Porphyromonas gingivalis	837	species	2343668	11	5	0.0
Prevotella ruminicola	839	species	3619559	1	0	0.0
Fusobacterium nucleatum	851	species	2948417	5	1	0.0
Syntrophomonas wolfei	863	species	2936195	1	0	0.0
Desulfovibrio	872	genus	0	3	0	0.0
Desulfovibrio africanus	873	species	4200534	22	1	0.0
Desulfovibrio desulfuricans	876	species	3366008	9	2	0.0
Desulfovibrio salexigens	880	species	4289847	20	15	0.0
Desulfovibrio vulgaris	881	species	3802302	68	27	0.0
Desulfobulbus propionicus	894	species	3851869	17	0	0.0
Desulfococcus multivorans	897	species	4455399	19	4	0.0
Desulfomicrobium baculatum	899	species	3942657	17	0	0.0
Acidaminococcus fermentans	905	species	2329769	1	1	0.0
Nitrobacter hamburgensis	912	species	5011522	5	0	0.0
Nitrobacter winogradskyi	913	species	3402093	18	0	0.0
Nitrosomonas europaea	915	species	2812094	9	0	0.0
Nitrosomonas eutropha	916	species	2781824	9	0	0.0
Acidithiobacillus ferrooxidans	920	species	2933717	11	5	0.0
Starkeya novella	921	species	4765023	45	24	0.0
Thiomonas intermedia	926	species	3462095	9	3	0.0
Halothiobacillus neapolitanus	927	species	2582886	40	15	0.0
Hydrogenobacter thermophilus	940	species	3486067	2	0	0.0
Ehrlichia canis	944	species	1315030	3	0	0.0
Ehrlichia chaffeensis	945	species	1174554	5	1	0.0
Anaplasma phagocytophilum	948	species	1493914	18	0	0.0
Neorickettsia risticii	950	species	879977	13	0	0.0
Neorickettsia sennetsu	951	species	859006	13	0	0.0
Francisella persica	954	species	3057444	1	0	0.0
Bdellovibrio bacteriovorus	959	species	3652240	10	6	0.0
Herbaspirillum	963	genus	0	1	0	0.0
Herbaspirillum seropedicae	964	species	8221139	95	6	0.0
Selenomonas ruminantium	971	species	3631933	8	2	0.0
Cellulophaga lytica	979	species	3795066	1	0	0.0
Pedobacter heparinus	984	species	5167383	12	0	0.0
Cytophaga hutchinsonii	985	species	4433218	5	1	0.0
Flavobacterium johnsoniae	986	species	5603295	1483	23	0.0
Solitalea canadensis	995	species	5202069	129	94	0.0
Flavobacterium columnare	996	species	6492116	1460	0	0.0
Flexibacter litoralis	999	species	4919337	1	0	0.0
Marivirga tractuosa	1006	species	4516490	4	2	0.0
Saprospira grandis	1008	species	4400185	3	0	0.0
Weeksella virosa	1014	species	2272954	2	0	0.0
Capnocytophaga ochracea	1018	species	2612925	1	0	0.0
Allochromatium vinosum	1049	species	3669074	41	1	0.0
Halorhodospira halophila	1053	species	2678452	68	4	0.0
Rhodobacter	1060	genus	0	4	0	0.0
Rhodobacter capsulatus	1061	species	3871920	71	0	0.0
Rhodobacter sphaeroides	1063	species	5768316	55	6	0.0
Rhodomicrobium vannielii	1069	species	4014469	7	0	0.0
Rhodopseudomonas palustris	1076	species	5408501	90	32	0.0
Blastochloris viridis	1079	species	11174693	25	2	0.0
Pararhodospirillum photometricum	1084	species	3876289	4	0	0.0
Rhodospirillum rubrum	1085	species	4379691	29	3	0.0
Chlorobium	1091	genus	0	1	0	0.0
Chlorobium limicola	1092	species	2763181	9	0	0.0
Chlorobium phaeovibrioides	1094	species	1966858	10	0	0.0
Chlorobium phaeobacteroides	1096	species	2935152	14	2	0.0
Chlorobaculum tepidum	1097	species	2154946	14	0	0.0
Pelodictyon luteolum	1100	species	2364842	11	0	0.0
Prosthecochloris aestuarii	1102	species	2579695	10	0	0.0
Porphyrobacter neustonensis	1112	species	3090363	6	0	0.0
Microcystis aeruginosa	1126	species	4810004	1	0	0.0
Synechocystis sp. PCC 6714	1147	species	3738889	1	0	0.0
Synechocystis sp. PCC 6803	1148	species	6436711	1	0	0.0
Trichormus azollae	1164	species	5486145	1	0	0.0
Anabaena cylindrica	1165	species	7063285	1	0	0.0
Prochlorococcus marinus	1219	species	1879471	1	0	0.0
Nitrosococcus oceani	1229	species	3522111	7	4	0.0
Nitrosospira multiformis	1231	species	3234309	19	3	0.0
Leuconostoc gelidum	1244	species	1966103	7	0	0.0
Leuconostoc mesenteroides	1245	species	1966146	9	0	0.0
Leuconostoc lactis	1246	species	1788069	9	0	0.0
Oenococcus oeni	1247	species	1780517	3	1	0.0
Leuconostoc carnosum	1252	species	1773468	9	0	0.0
Pediococcus acidilactici	1254	species	2131361	5	0	0.0
Pediococcus pentosaceus	1255	species	1817384	5	0	0.0
Finegoldia magna	1260	species	1986740	19	16	0.0
Ruminococcus albus	1264	species	4482087	2	0	0.0
Micrococcus luteus	1270	species	2501097	8	1	0.0
Staphylococcus	1279	genus	0	1	0	0.0
Staphylococcus aureus	1280	species	7252422	2	0	0.0
Staphylococcus carnosus	1281	species	2605765	3	1	0.0
Staphylococcus epidermidis	1282	species	3296362	4	1	0.0
Staphylococcus haemolyticus	1283	species	2629003	2	0	0.0
Staphylococcus hyicus	1284	species	2472129	78	0	0.0
Staphylococcus simulans	1286	species	2647552	2	0	0.0
Staphylococcus xylosus	1288	species	8411206	1	0	0.0
Staphylococcus warneri	1292	species	2560716	2	0	0.0
Staphylococcus schleiferi	1295	species	12494798	1	0	0.0
Streptococcus	1301	genus	0	3	0	0.0
Streptococcus gordonii	1302	species	3335036	18	1	0.0
Streptococcus oralis	1303	species	1958690	14	0	0.0
Streptococcus salivarius	1304	species	3636237	6	0	0.0
Streptococcus suis	1307	species	2683756	5	0	0.0
Streptococcus thermophilus	1308	species	3463400	7	1	0.0
Streptococcus mutans	1309	species	2017559	33	16	0.0
Streptococcus agalactiae	1311	species	5721038	7	2	0.0
Streptococcus pneumoniae	1313	species	2272871	20	10	0.0
Streptococcus pyogenes	1314	species	4096430	1	0	0.0
Streptococcus parasanguinis	1318	species	2162630	8	0	0.0
Streptococcus anginosus	1328	species	2557124	5	0	0.0
Streptococcus dysgalactiae	1334	species	2149105	7	0	0.0
Streptococcus equi	1336	species	2140495	1	0	0.0
Streptococcus intermedius	1338	species	1963517	5	0	0.0
Streptococcus iniae	1346	species	2086959	8	1	0.0
Streptococcus uberis	1349	species	1852352	1	0	0.0
Enterococcus faecalis	1351	species	3401628	32	0	0.0
Enterococcus faecium	1352	species	5898717	28	0	0.0
Enterococcus gallinarum	1353	species	3821349	34	0	0.0
Enterococcus hirae	1354	species	2908247	28	0	0.0
Lactococcus lactis	1358	species	2704731	11768	11719	0.0
Lactococcus garvieae	1363	species	1957049	35	14	0.0
Lactococcus piscium	1364	species	2503066	75	38	0.0
Aerococcus urinae	1376	species	2027618	1	0	0.0
Aerococcus viridans	1377	species	2199877	9	0	0.0
Atopobium parvulum	1382	species	1543805	7	0	0.0
Bacillus anthracis	1392	species	17446789	4	1	0.0
Brevibacillus brevis	1393	species	6296436	2	0	0.0
Bacillus cereus	1396	species	9676532	11	6	0.0
Bacillus coagulans	1398	species	4327944	4	3	0.0
Bacillus licheniformis	1402	species	8559910	3	0	0.0
Bacillus megaterium	1404	species	5334474	1	1	0.0
Bacillus mycoides	1405	species	11312355	3	0	0.0
Paenibacillus polymyxa	1406	species	6883167	5	0	0.0
Bacillus cellulosilyticus	1413	species	4681672	1	0	0.0
Lysinibacillus sphaericus	1421	species	14371778	1	0	0.0
Geobacillus stearothermophilus	1422	species	3676494	1	0	0.0
Bacillus subtilis	1423	species	7550081	1	1	0.0
Bacillus thuringiensis	1428	species	10269592	8	0	0.0
Amphibacillus xylanus	1449	species	2569486	14	0	0.0
Geobacillus kaustophilus	1462	species	3592666	1	0	0.0
Paenibacillus larvae	1464	species	4056006	4	0	0.0
Brevibacillus laterosporus	1465	species	5153859	14	0	0.0
Bacillus methanolicus	1471	species	3425208	2	0	0.0
Sporosarcina psychrophila	1476	species	4674191	2	0	0.0
Bacillus simplex	1478	species	5521719	1	0	0.0
Bacillus smithii	1479	species	3381292	2	0	0.0
Clostridium acetobutylicum	1488	species	4136895	2	0	0.0
Clostridium botulinum	1491	species	4637504	153	1	0.0
Clostridium butyricum	1492	species	13843423	9	0	0.0
Clostridium cellulovorans	1493	species	5262222	4	0	0.0
Clostridioides difficile	1496	species	6297836	119	96	0.0
Clostridium formicaceticum	1497	species	4586755	7	0	0.0
Clostridium pasteurianum	1501	species	7159922	13	0	0.0
Clostridium perfringens	1502	species	6907798	30	29	0.0
Clostridium sporogenes	1509	species	8284974	147	0	0.0
[Clostridium] stercorarium	1510	species	4042789	8	0	0.0
Acetoanaerobium sticklandii	1511	species	2715461	24	4	0.0
Clostridium tetani	1513	species	2869591	147	2	0.0
Ruminiclostridium thermocellum	1515	species	3634338	2	0	0.0
Thermoanaerobacterium thermosaccharolyticum	1517	species	2840014	13	0	0.0
Clostridium tyrobutyricum	1519	species	3134437	144	0	0.0
Clostridium beijerinckii	1520	species	6161692	12	1	0.0
[Clostridium] cellulolyticum	1521	species	4068724	6	0	0.0
Moorella thermoacetica	1525	species	5377887	1	0	0.0
Clostridium kluyveri	1534	species	3989551	145	0	0.0
Clostridium ljungdahlii	1538	species	4630065	73	0	0.0
Clostridium novyi	1542	species	2547720	1	0	0.0
Clostridium scatologenes	1548	species	5749410	1	0	0.0
Gottschalkia acidurici	1556	species	3108248	14	9	0.0
Clostridium baratii	1561	species	3338630	5	0	0.0
Desulfosporosinus orientis	1563	species	5863081	1	0	0.0
Desulfotomaculum ruminis	1564	species	3969014	11	4	0.0
Desulfotomaculum nigrificans	1565	species	2892255	7	3	0.0
Halobacillus halophilus	1570	species	4170008	2	0	0.0
Leifsonia xyli	1575	species	2955779	22	0	0.0
Lactobacillus	1578	genus	0	4	0	0.0
Lactobacillus acidophilus	1579	species	2018718	1	0	0.0
Lactobacillus casei	1582	species	3039836	29	0	0.0
Lactobacillus delbrueckii	1584	species	1920382	2	1	0.0
Lactobacillus plantarum	1590	species	8684028	1	0	0.0
Lactobacillus gasseri	1596	species	1894360	1	0	0.0
Lactobacillus paracasei	1597	species	4200086	29	0	0.0
Lactobacillus reuteri	1598	species	2811237	1	0	0.0
Lactobacillus sakei	1599	species	1884661	1	0	0.0
Lactobacillus amylovorus	1604	species	1977087	1	0	0.0
Lactobacillus ruminis	1623	species	2066652	5	1	0.0
Lactobacillus salivarius	1624	species	2663133	8	0	0.0
Lactobacillus sanfranciscensis	1625	species	1375770	2	0	0.0
Listeria ivanovii	1638	species	3701623	2	0	0.0
Listeria monocytogenes	1639	species	5926303	2	0	0.0
Listeria seeligeri	1640	species	2797636	2	0	0.0
Listeria innocua	1642	species	3093113	2	0	0.0
Listeria welshimeri	1643	species	2814130	2	0	0.0
Erysipelothrix rhusiopathiae	1648	species	2398466	10	8	0.0
Trueperella pyogenes	1661	species	3453353	10	1	0.0
Bifidobacterium	1678	genus	0	1	0	0.0
Bifidobacterium adolescentis	1680	species	3233293	114	20	0.0
Bifidobacterium bifidum	1681	species	2209322	121	55	0.0
Bifidobacterium angulatum	1683	species	2043306	26	3	0.0
Bifidobacterium asteroides	1684	species	2167304	113	7	0.0
Bifidobacterium breve	1685	species	2328021	11	0	0.0
Bifidobacterium catenulatum	1686	species	2079525	31	0	0.0
Bifidobacterium coryneforme	1687	species	1755151	9	0	0.0
Bifidobacterium dentium	1689	species	2636018	167	42	0.0
Bifidobacterium indicum	1691	species	1734546	9	0	0.0
Bifidobacterium pseudolongum	1694	species	2032698	86	2	0.0
Cellulomonas flavigena	1711	species	4123179	3	0	0.0
Corynebacterium	1716	genus	0	1	0	0.0
Peptoclostridium acidaminophilum	1731	species	3055036	3	2	0.0
Eubacterium limosum	1736	species	4233519	9531	9159	0.0
Propionibacterium freudenreichii	1744	species	2646865	28	0	0.0
Propionibacterium acnes	1747	species	3361368	2	0	0.0
Acidipropionibacterium acidipropionici	1748	species	7323316	1	0	0.0
Pseudopropionibacterium propionicum	1750	species	3449360	4	0	0.0
Thermoanaerobacter	1754	genus	0	1	0	0.0
Mycobacterium	1763	genus	0	1	0	0.0
Mycobacterium bovis	1765	species	6302864	20	0	0.0
Mycobacterium fortuitum	1766	species	6254616	3	0	0.0
Mycobacterium leprae	1769	species	3268137	56	1	0.0
Mycobacterium chelonae	1774	species	5029817	7	0	0.0
Amycolatopsis methanolica	1814	species	7237391	1	0	0.0
Rhodococcus	1827	genus	0	1	0	0.0
Rhodococcus erythropolis	1833	species	6734667	1	0	0.0
Frankia alni	1859	species	7497934	2	0	0.0
Streptomyces scabiei	1930	species	10148695	2	0	0.0
Streptomyces noursei	1971	species	9815884	2	0	0.0
Streptosporangium roseum	2001	species	10369518	2	0	0.0
Thermobispora bispora	2006	species	4189976	1	0	0.0
Nocardiopsis dassonvillei	2014	species	6543312	1	0	0.0
Thermomonospora curvata	2020	species	5639016	5	1	0.0
Thermobifida fusca	2021	species	3642249	1	0	0.0
Tropheryma whipplei	2039	species	926620	19	1	0.0
Aeromicrobium erythreum	2041	species	3629239	5	4	0.0
Pimelobacter simplex	2045	species	5637360	8	0	0.0
Rothia dentocariosa	2047	species	2506025	1	0	0.0
Mobiluncus curtisii	2051	species	2146480	3	0	0.0
Gordonia bronchialis	2054	species	5290012	7	0	0.0
Gordonia terrae	2055	species	5701501	7	0	0.0
Sphaerobacter thermophilus	2057	species	3993764	5	1	0.0
Tsukamurella paurometabola	2061	species	4479724	7	0	0.0
Kitasatospora setae	2066	species	8783278	1	0	0.0
Mycoplasma	2093	genus	0	1	0	0.0
Mycoplasma arginini	2094	species	678592	1	0	0.0
Mycoplasma capricolum	2095	species	1692864	1	0	0.0
Mycoplasma hominis	2098	species	925558	1	0	0.0
Mycoplasma hyorhinis	2100	species	836420	1	0	0.0
Mycoplasma mycoides	2102	species	2100167	4	0	0.0
Mycoplasma leachii	2105	species	1008951	1	0	0.0
Mycoplasma pulmonis	2107	species	963879	1	1	0.0
Mycoplasma synoviae	2109	species	822985	2	2	0.0
Mycoplasma agalactiae	2110	species	942070	1	0	0.0
Mycoplasma arthritidis	2111	species	820453	1	0	0.0
Mycoplasma fermentans	2115	species	1048137	3	2	0.0
Mycoplasma putrefaciens	2123	species	846299	3	0	0.0
Spiroplasma	2132	genus	0	1	0	0.0
Spiroplasma mirum	2144	species	2265199	2	0	0.0
Acholeplasma laidlawii	2148	species	1496992	12	0	0.0
Mesoplasma florum	2151	species	809524	1	0	0.0
Desulfobacterium autotrophicum	2296	species	5657782	6	0	0.0
Thermoanaerobacter kivui	2325	species	2397824	1	0	0.0
Halanaerobium praevalens	2331	species	2309262	2	0	0.0
Thermotoga	2335	genus	0	1	0	0.0
Haliscomenobacter hydrossis	2350	species	8771651	7	0	0.0
Flexistipes sinusarabici	2352	species	2526590	3	1	0.0
Desulfomonile tiedjei	2358	species	6527027	3	1	0.0
Xylella fastidiosa	2371	species	2609554	8	3	0.0
Thermosipho africanus	2421	species	2016657	1	0	0.0
Fervidobacterium islandicum	2423	species	2237377	2	0	0.0
Teredinibacter turnerae	2426	species	5193164	57	3	0.0
Roseobacter denitrificans	2434	species	4331234	28	1	0.0
Gardnerella vaginalis	2702	species	1669705	16	5	0.0
Hirschia baltica	2724	species	3540114	20	3	0.0
Symbiobacterium thermophilum	2734	species	3566135	7	2	0.0
Marinobacter	2742	genus	0	5	0	0.0
Marinobacter hydrocarbonoclasticus	2743	species	4384621	12	0	0.0
Halomonas elongata	2746	species	4061296	10	1	0.0
Carnobacterium maltaromaticum	2751	species	3650416	3	1	0.0
Homo sapiens	9606	species	3238442024	18	11	0.0
Burkholderia mallei	13373	species	18282343	45	0	0.0
Sphingomonas	13687	genus	0	4	0	0.0
Bifidobacterium animalis	28025	species	2054141	7137	6917	3.55896e-06
Bifidobacterium pseudocatenulatum	28026	species	2313752	31	0	0.0
Lysinibacillus fusiformis	28031	species	4843789	1	0	0.0
Staphylococcus lugdunensis	28035	species	3479969	3	1	0.0
Streptococcus mitis	28037	species	3110438	14	0	0.0
Lactobacillus curvatus	28038	species	5775917	1	0	0.0
Acidothermus cellulolyticus	28049	species	2443540	6	1	0.0
Rubrivivax gelatinosus	28068	species	5043253	499	464	0.0
Neisseria weaveri	28091	species	2188497	18	1	0.0
Burkholderia gladioli	28095	species	8975879	1	0	0.0
Sinorhizobium	28105	genus	0	2	0	0.0
Alteromonas macleodii	28108	species	5557691	6	0	0.0
Tannerella forsythia	28112	species	3383154	134	1	0.0
Bacteroides ovatus	28116	species	6473892	103	2	0.0
Odoribacter splanchnicus	28118	species	4392288	3	2	0.0
Porphyromonas asaccharolytica	28123	species	2186370	5	0	0.0
Prevotella denticola	28129	species	2937589	8	5	0.0
Prevotella intermedia	28131	species	2718355	3	2	0.0
Cronobacter sakazakii	28141	species	5648091	4	0	0.0
Serratia proteamaculans	28151	species	5495657	2	0	0.0
Vibrio nigripulchritudo	28173	species	6322155	1	1	0.0
Leptospira santarosai	28183	species	3983611	2	0	0.0
Acetohalobium arabaticum	28187	species	2469596	1	1	0.0
Arcobacter butzleri	28197	species	2283719	2	0	0.0
Arcobacter nitrofigilis	28199	species	3192235	6	3	0.0
Desulfobacula toluolica	28223	species	5197905	6	0	0.0
Colwellia psychrerythraea	28229	species	5373180	3	0	0.0
Geobacter	28231	genus	0	1	0	0.0
Geobacter metallireducens	28232	species	4011182	3	0	0.0
Ornithobacterium rhinotracheale	28251	species	2398521	48	11	0.0
Thermodesulfovibrio yellowstonii	28262	species	2003803	3	2	0.0
Arcanobacterium haemolyticum	28264	species	1986154	5	0	0.0
[Clostridium] propionicum	28446	species	3120417	6	2	0.0
Clavibacter michiganensis	28447	species	3302478	18	0	0.0
Komagataeibacter xylinus	28448	species	3905082	39	0	0.0
Burkholderia pseudomallei	28450	species	11222453	47	2	0.0
Leptospira alstonii	28452	species	4591888	2	0	0.0
Salmonella enterica	28901	species	6689149	26	8	0.0
Mycoplasma bovis	28903	species	1562794	1	0	0.0
Streptomyces cattleya	29303	species	16188068	1	0	0.0
Thermoanaerobacter brockii	29323	species	2344824	1	0	0.0
Thermoanaerobacterium xylanolyticum	29329	species	2534358	12	0	0.0
[Clostridium] cellulosi	29343	species	2229578	11	8	0.0
Cellulosilyticum lentocellum	29360	species	4714237	38	12	0.0
Staphylococcus saprophyticus	29385	species	3903594	2	0	0.0
Staphylococcus capitis	29388	species	2503265	7	1	0.0
Microlunatus phosphovorus	29405	species	5683123	1	0	0.0
Synechococcus sp. WH 8103	29410	species	2429688	1	0	0.0
Legionella oakridgensis	29423	species	2773209	1	1	0.0
