name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Morganella morganii	582	species	3853791	5	0	0.0
Proteus mirabilis	584	species	5337360	12	0	0.0
Proteus vulgaris	585	species	3794983	12	0	0.0
Providencia stuartii	588	species	6521015	18	13	0.0
Serratia marcescens	615	species	8465231	18	1	0.0
Shigella boydii	621	species	4698475	7955	7	5.18746e-17
Shigella dysenteriae	622	species	4560911	3057	7	0.0
Shigella flexneri	623	species	4763519	8166	0	0
Shigella sonnei	624	species	6798914	8201	10	7.59965e-06
Xenorhabdus nematophila	628	species	4586662	32	0	0.0
Yersinia enterocolitica	630	species	14308813	1	1	0.0
Yersinia pestis	632	species	7124135	1	0	0.0
Yersinia pseudotuberculosis	633	species	9565781	1	0	0.0
Edwardsiella tarda	636	species	3717889	2	0	0.0
Aeromonas hydrophila	644	species	7739252	1	1	0.0
Aeromonas media	651	species	4788430	1	1	0.0
Aliivibrio fischeri	668	species	4273718	4	0	0.0
Vibrio fluvialis	676	species	4827724	2	0	0.0
Plesiomonas shigelloides	703	species	3405979	1	1	0.0
Aggregatibacter actinomycetemcomitans	714	species	4378647	47	30	0.0
Haemophilus parainfluenzae	729	species	2086875	15	0	0.0
[Haemophilus] ducreyi	730	species	10121291	1	0	0.0
Aggregatibacter aphrophilus	732	species	3520359	16	0	0.0
[Haemophilus] parasuis	738	species	4546750	6	2	0.0
Anaplasma	768	genus	0	3	0	0.0
Anaplasma centrale	769	species	1206806	16	0	0.0
Anaplasma marginale	770	species	1200061	10	0	0.0
Bartonella	773	genus	0	1	0	0.0
Bartonella bacilliformis	774	species	1444212	17	7	0.0
Coxiella burnetii	777	species	2076694	4	1	0.0
Ehrlichia ruminantium	779	species	2264626	6	0	0.0
Rickettsia	780	genus	0	27	1	0.0
Rickettsia conorii	781	species	1268755	36	0	0.0
Rickettsia prowazekii	782	species	1111249	36	0	0.0
Rickettsia rickettsii	783	species	1265141	39	0	0.0
Orientia tsutsugamushi	784	species	2068019	2	0	0.0
Rickettsia typhi	785	species	1112275	36	0	0.0
Rickettsia akari	786	species	1231060	34	2	0.0
Rickettsia australis	787	species	1323280	26	0	0.0
Rickettsia canadensis	788	species	1155000	42	14	0.0
Bartonella quintana	803	species	1584515	7	0	0.0
Chlamydia trachomatis	813	species	1376168	1	0	0.0
Bacteroides fragilis	817	species	7824806	60	0	0.0
Bacteroides thetaiotaomicron	818	species	6390542	104	2	0.0
Bacteroides vulgatus	821	species	5163189	97	7	0.0
Parabacteroides distasonis	823	species	4811379	193	59	0.0
Campylobacter gracilis	824	species	2281652	1	0	0.0
Sebaldella termitidis	826	species	4486650	1	0	0.0
Campylobacter ureolyticus	827	species	1641887	2	0	0.0
Fibrobacter succinogenes	833	species	7685639	2	2	0.0
Porphyromonas gingivalis	837	species	2343668	14	3	0.0
Prevotella ruminicola	839	species	3619559	2	0	0.0
Fusobacterium nucleatum	851	species	2948417	3	0	0.0
Dichelobacter nodosus	870	species	1389350	1	1	0.0
Desulfovibrio	872	genus	0	4	0	0.0
Desulfovibrio africanus	873	species	4200534	15	1	0.0
Desulfovibrio desulfuricans	876	species	3366008	10	1	0.0
Desulfovibrio salexigens	880	species	4289847	12	7	0.0
Desulfovibrio vulgaris	881	species	3802302	60	25	0.0
Desulfobulbus propionicus	894	species	3851869	21	0	0.0
Desulfococcus multivorans	897	species	4455399	8	1	0.0
Desulfomicrobium baculatum	899	species	3942657	15	0	0.0
Acidaminococcus fermentans	905	species	2329769	1	0	0.0
Nitrobacter hamburgensis	912	species	5011522	10	0	0.0
Nitrobacter winogradskyi	913	species	3402093	19	0	0.0
Nitrosomonas europaea	915	species	2812094	8	0	0.0
Nitrosomonas eutropha	916	species	2781824	8	0	0.0
Acidithiobacillus ferrooxidans	920	species	2933717	4	0	0.0
Starkeya novella	921	species	4765023	32	16	0.0
Thiomonas intermedia	926	species	3462095	15	6	0.0
Halothiobacillus neapolitanus	927	species	2582886	51	27	0.0
Ehrlichia canis	944	species	1315030	5	0	0.0
Ehrlichia chaffeensis	945	species	1174554	4	0	0.0
Anaplasma phagocytophilum	948	species	1493914	16	0	0.0
Neorickettsia risticii	950	species	879977	11	0	0.0
Neorickettsia sennetsu	951	species	859006	11	0	0.0
Bdellovibrio bacteriovorus	959	species	3652240	3	1	0.0
Herbaspirillum seropedicae	964	species	8221139	65	3	0.0
Selenomonas ruminantium	971	species	3631933	6	0	0.0
Cellulophaga lytica	979	species	3795066	1	1	0.0
Pedobacter heparinus	984	species	5167383	10	0	0.0
Cytophaga hutchinsonii	985	species	4433218	3	0	0.0
Flavobacterium johnsoniae	986	species	5603295	1674	66	0.0
Solitalea canadensis	995	species	5202069	103	84	0.0
Flavobacterium columnare	996	species	6492116	1606	1	0.0
Marivirga tractuosa	1006	species	4516490	2	1	0.0
Saprospira grandis	1008	species	4400185	6	4	0.0
Capnocytophaga ochracea	1018	species	2612925	1	0	0.0
Allochromatium vinosum	1049	species	3669074	23	0	0.0
Halorhodospira halophila	1053	species	2678452	54	1	0.0
Rhodobacter	1060	genus	0	5	0	0.0
Rhodobacter capsulatus	1061	species	3871920	107	1	0.0
Rhodobacter sphaeroides	1063	species	5768316	73	2	0.0
Rhodomicrobium vannielii	1069	species	4014469	7	0	0.0
Rhodopseudomonas palustris	1076	species	5408501	62	7	0.0
Blastochloris viridis	1079	species	11174693	34	1	0.0
Pararhodospirillum photometricum	1084	species	3876289	7	0	0.0
Rhodospirillum rubrum	1085	species	4379691	25	3	0.0
Chlorobium limicola	1092	species	2763181	8	0	0.0
Chlorobium phaeovibrioides	1094	species	1966858	7	0	0.0
Chlorobium phaeobacteroides	1096	species	2935152	14	5	0.0
Chlorobaculum tepidum	1097	species	2154946	9	0	0.0
Pelodictyon luteolum	1100	species	2364842	7	0	0.0
Prosthecochloris aestuarii	1102	species	2579695	8	0	0.0
Porphyrobacter neustonensis	1112	species	3090363	12	0	0.0
Nitrosococcus oceani	1229	species	3522111	7	2	0.0
Nitrosospira multiformis	1231	species	3234309	18	6	0.0
Leuconostoc gelidum	1244	species	1966103	3	0	0.0
Leuconostoc mesenteroides	1245	species	1966146	4	0	0.0
Leuconostoc lactis	1246	species	1788069	4	0	0.0
Oenococcus oeni	1247	species	1780517	1	0	0.0
Leuconostoc carnosum	1252	species	1773468	4	0	0.0
Finegoldia magna	1260	species	1986740	19	10	0.0
Ruminococcus albus	1264	species	4482087	3	1	0.0
Micrococcus luteus	1270	species	2501097	2	2	0.0
Staphylococcus aureus	1280	species	7252422	4	0	0.0
Staphylococcus carnosus	1281	species	2605765	2	0	0.0
Staphylococcus epidermidis	1282	species	3296362	7	3	3.03587e-06
Staphylococcus haemolyticus	1283	species	2629003	7	3	0.0
Staphylococcus hyicus	1284	species	2472129	35	0	0.0
Staphylococcus simulans	1286	species	2647552	2	0	0.0
Staphylococcus xylosus	1288	species	8411206	1	0	0.0
Staphylococcus warneri	1292	species	2560716	4	0	0.0
Staphylococcus schleiferi	1295	species	12494798	1	0	0.0
Deinococcus radiodurans	1299	species	6628921	1	0	0.0
Streptococcus	1301	genus	0	2	0	0.0
Streptococcus gordonii	1302	species	3335036	8	0	0.0
Streptococcus oralis	1303	species	1958690	11	0	0.0
Streptococcus salivarius	1304	species	3636237	4	0	0.0
Streptococcus suis	1307	species	2683756	2	0	0.0
Streptococcus thermophilus	1308	species	3463400	4	0	0.0
Streptococcus mutans	1309	species	2017559	15	10	0.0
Streptococcus agalactiae	1311	species	5721038	8	2	0.0
Streptococcus pneumoniae	1313	species	2272871	16	3	0.0
Streptococcus pyogenes	1314	species	4096430	1	0	0.0
Streptococcus parasanguinis	1318	species	2162630	7	0	0.0
Streptococcus anginosus	1328	species	2557124	4	0	0.0
Streptococcus dysgalactiae	1334	species	2149105	5	0	0.0
Streptococcus intermedius	1338	species	1963517	6	2	0.0
Streptococcus iniae	1346	species	2086959	7	1	0.0
Enterococcus faecalis	1351	species	3401628	18	0	0.0
Enterococcus faecium	1352	species	5898717	18	0	0.0
Enterococcus gallinarum	1353	species	3821349	21	0	0.0
Enterococcus hirae	1354	species	2908247	18	0	0.0
Lactococcus lactis	1358	species	2704731	11680	11645	0.0
Lactococcus garvieae	1363	species	1957049	24	11	0.0
Lactococcus piscium	1364	species	2503066	42	20	0.0
Aerococcus urinae	1376	species	2027618	3	0	0.0
Aerococcus viridans	1377	species	2199877	6	0	0.0
Atopobium parvulum	1382	species	1543805	4	3	0.0
Bacillus anthracis	1392	species	17446789	1	1	0.0
Bacillus cereus	1396	species	9676532	6	5	0.0
Bacillus coagulans	1398	species	4327944	8	7	0.0
Bacillus licheniformis	1402	species	8559910	1	0	0.0
Paenibacillus polymyxa	1406	species	6883167	2	0	0.0
Bacillus cellulosilyticus	1413	species	4681672	1	0	0.0
Lysinibacillus sphaericus	1421	species	14371778	1	0	0.0
Bacillus subtilis	1423	species	7550081	2	1	0.0
Bacillus thuringiensis	1428	species	10269592	4	0	0.0
Amphibacillus xylanus	1449	species	2569486	8	0	0.0
Paenibacillus larvae	1464	species	4056006	2	0	0.0
Brevibacillus laterosporus	1465	species	5153859	13	0	0.0
Bacillus simplex	1478	species	5521719	1	0	0.0
Clostridium acetobutylicum	1488	species	4136895	2	0	0.0
Clostridium botulinum	1491	species	4637504	176	0	0.0
Clostridium butyricum	1492	species	13843423	9	1	0.0
Clostridium cellulovorans	1493	species	5262222	1	0	0.0
Clostridioides difficile	1496	species	6297836	119	103	0.0
Clostridium formicaceticum	1497	species	4586755	7	0	0.0
Clostridium pasteurianum	1501	species	7159922	10	0	0.0
Clostridium perfringens	1502	species	6907798	23	21	0.0
Clostridium sporogenes	1509	species	8284974	170	0	0.0
[Clostridium] stercorarium	1510	species	4042789	5	0	0.0
Acetoanaerobium sticklandii	1511	species	2715461	14	1	0.0
Clostridium tetani	1513	species	2869591	172	0	0.0
Ruminiclostridium thermocellum	1515	species	3634338	5	1	0.0
Thermoanaerobacterium thermosaccharolyticum	1517	species	2840014	5	0	0.0
Clostridium tyrobutyricum	1519	species	3134437	171	0	0.0
Clostridium beijerinckii	1520	species	6161692	10	0	0.0
[Clostridium] cellulolyticum	1521	species	4068724	5	0	0.0
Clostridium kluyveri	1534	species	3989551	171	0	0.0
Clostridium ljungdahlii	1538	species	4630065	51	0	0.0
Clostridium novyi	1542	species	2547720	1	0	0.0
Clostridium scatologenes	1548	species	5749410	1	0	0.0
Gottschalkia acidurici	1556	species	3108248	10	5	0.0
Clostridium baratii	1561	species	3338630	6	0	0.0
Desulfotomaculum ruminis	1564	species	3969014	7	1	0.0
Desulfotomaculum nigrificans	1565	species	2892255	6	3	0.0
Halobacillus halophilus	1570	species	4170008	3	0	0.0
Leifsonia xyli	1575	species	2955779	14	0	0.0
Lactobacillus casei	1582	species	3039836	9	0	0.0
Lactobacillus delbrueckii	1584	species	1920382	2	2	0.0
Lactobacillus gasseri	1596	species	1894360	1	1	0.0
Lactobacillus paracasei	1597	species	4200086	10	1	0.0
Lactobacillus reuteri	1598	species	2811237	1	0	0.0
Lactobacillus fermentum	1613	species	2108824	1	0	0.0
Lactobacillus sanfranciscensis	1625	species	1375770	1	0	0.0
Erysipelothrix rhusiopathiae	1648	species	2398466	3	3	0.0
Trueperella pyogenes	1661	species	3453353	2	0	0.0
Bifidobacterium adolescentis	1680	species	3233293	114	29	0.0
Bifidobacterium bifidum	1681	species	2209322	144	93	0.0
Bifidobacterium angulatum	1683	species	2043306	26	5	0.0
Bifidobacterium asteroides	1684	species	2167304	100	9	0.0
Bifidobacterium breve	1685	species	2328021	3	0	0.0
Bifidobacterium catenulatum	1686	species	2079525	17	0	0.0
Bifidobacterium coryneforme	1687	species	1755151	11	0	0.0
Bifidobacterium dentium	1689	species	2636018	176	51	0.0
Bifidobacterium indicum	1691	species	1734546	11	0	0.0
Bifidobacterium pseudolongum	1694	species	2032698	43	0	0.0
Brevibacterium linens	1703	species	8072179	2	2	0.0
Cellulomonas fimi	1708	species	4266344	1	0	0.0
Cellulomonas flavigena	1711	species	4123179	4	0	0.0
Corynebacterium diphtheriae	1717	species	2468991	6	0	0.0
Corynebacterium pseudotuberculosis	1719	species	6595197	1	0	0.0
Peptoclostridium acidaminophilum	1731	species	3055036	2	0	0.0
Eubacterium limosum	1736	species	4233519	10215	9995	0.0
Propionibacterium freudenreichii	1744	species	2646865	20	0	0.0
Pseudopropionibacterium propionicum	1750	species	3449360	1	0	0.0
Mycobacterium	1763	genus	0	2	0	0.0
Mycobacterium bovis	1765	species	6302864	12	0	0.0
Mycobacterium fortuitum	1766	species	6254616	1	0	0.0
Mycobacterium leprae	1769	species	3268137	32	0	0.0
Mycobacterium smegmatis	1772	species	20962296	2	0	0.0
Mycobacterium chelonae	1774	species	5029817	1	0	0.0
Mycobacterium neoaurum	1795	species	5421267	2	0	0.0
Mycobacterium chubuense	1800	species	6342624	1	0	0.0
Mycobacterium gilvum	1804	species	5883060	1	0	0.0
Mycobacterium vaccae	1810	species	6235754	1	0	0.0
Rhodococcus	1827	genus	0	1	0	0.0
Rhodococcus fascians	1828	species	5502110	2	0	0.0
Frankia alni	1859	species	7497934	2	0	0.0
Streptomyces ambofaciens	1889	species	8265737	1	0	0.0
Streptosporangium roseum	2001	species	10369518	2	0	0.0
Nocardiopsis dassonvillei	2014	species	6543312	3	0	0.0
Thermobifida fusca	2021	species	3642249	2	0	0.0
Tropheryma whipplei	2039	species	926620	15	2	0.0
Aeromicrobium erythreum	2041	species	3629239	5	1	0.0
Pimelobacter simplex	2045	species	5637360	6	0	0.0
Mobiluncus curtisii	2051	species	2146480	2	1	0.0
Gordonia bronchialis	2054	species	5290012	4	0	0.0
Gordonia terrae	2055	species	5701501	4	0	0.0
Sphaerobacter thermophilus	2057	species	3993764	1	1	0.0
Tsukamurella paurometabola	2061	species	4479724	4	0	0.0
Mycoplasma	2093	genus	0	1	0	0.0
Mycoplasma arginini	2094	species	678592	4	0	0.0
Mycoplasma hominis	2098	species	925558	2	0	0.0
Mycoplasma hyopneumoniae	2099	species	909234	2	0	0.0
Mycoplasma hyorhinis	2100	species	836420	1	0	0.0
Mycoplasma mycoides	2102	species	2100167	1	1	0.0
Mycoplasma agalactiae	2110	species	942070	3	0	0.0
Mycoplasma arthritidis	2111	species	820453	2	0	0.0
Mycoplasma californicum	2113	species	796464	1	0	0.0
Mycoplasma fermentans	2115	species	1048137	3	0	0.0
Mycoplasma flocculare	2128	species	778866	2	0	0.0
Spiroplasma mirum	2144	species	2265199	1	0	0.0
Acholeplasma laidlawii	2148	species	1496992	9	0	0.0
Methanococcus vannielii	2187	species	1720048	2	1	0.0
Methanocaldococcus jannaschii	2190	species	1739927	1	0	0.0
Desulfobacterium autotrophicum	2296	species	5657782	4	0	0.0
Thermoanaerobacter kivui	2325	species	2397824	1	0	0.0
Halanaerobium praevalens	2331	species	2309262	2	0	0.0
Thermotoga maritima	2336	species	5599391	1	0	0.0
Haliscomenobacter hydrossis	2350	species	8771651	11	1	0.0
Flexistipes sinusarabici	2352	species	2526590	4	0	0.0
Desulfomonile tiedjei	2358	species	6527027	2	1	0.0
Xylella fastidiosa	2371	species	2609554	3	1	0.0
Fervidobacterium islandicum	2423	species	2237377	2	0	0.0
Fervidobacterium nodosum	2424	species	1948941	1	0	0.0
Teredinibacter turnerae	2426	species	5193164	41	3	0.0
Roseobacter denitrificans	2434	species	4331234	17	0	0.0
Gardnerella vaginalis	2702	species	1669705	12	5	0.0
Hirschia baltica	2724	species	3540114	24	1	0.0
Symbiobacterium thermophilum	2734	species	3566135	2	0	0.0
Marinobacter	2742	genus	0	1	0	0.0
Marinobacter hydrocarbonoclasticus	2743	species	4384621	3	0	0.0
Halomonas elongata	2746	species	4061296	7	0	0.0
Carnobacterium maltaromaticum	2751	species	3650416	1	1	0.0
Homo sapiens	9606	species	3238442024	6	5	0.0
Acidovorax	12916	genus	0	1	0	0.0
Azoarcus	12960	genus	0	1	0	0.0
Burkholderia mallei	13373	species	18282343	53	0	0.0
Sphingomonas	13687	genus	0	2	0	0.0
Bifidobacterium animalis	28025	species	2054141	6349	6158	3.89743e-05
Bifidobacterium pseudocatenulatum	28026	species	2313752	17	0	0.0
Lysinibacillus fusiformis	28031	species	4843789	1	0	0.0
Staphylococcus lugdunensis	28035	species	3479969	5	3	0.0
Streptococcus mitis	28037	species	3110438	11	0	0.0
Acidothermus cellulolyticus	28049	species	2443540	3	0	0.0
Rubrivivax gelatinosus	28068	species	5043253	605	585	0.0
Neisseria weaveri	28091	species	2188497	22	0	0.0
Sinorhizobium	28105	genus	0	4	0	0.0
Alteromonas macleodii	28108	species	5557691	2	0	0.0
Francisella philomiragia	28110	species	4757195	1	0	0.0
Tannerella forsythia	28112	species	3383154	199	1	0.0
Bacteroides ovatus	28116	species	6473892	124	4	0.0
Odoribacter splanchnicus	28118	species	4392288	7	5	0.0
Porphyromonas asaccharolytica	28123	species	2186370	6	1	0.0
Prevotella denticola	28129	species	2937589	8	4	0.0
Prevotella melaninogenica	28132	species	3168282	4	0	0.0
Cronobacter sakazakii	28141	species	5648091	4	0	0.0
Serratia proteamaculans	28151	species	5495657	1	0	0.0
Leptospira santarosai	28183	species	3983611	1	0	0.0
Acetohalobium arabaticum	28187	species	2469596	2	0	0.0
Capnocytophaga canimorsus	28188	species	2571406	1	0	0.0
Arcobacter butzleri	28197	species	2283719	1	0	0.0
Arcobacter nitrofigilis	28199	species	3192235	4	2	0.0
Chelatococcus	28209	genus	0	1	0	0.0
Desulfobacula toluolica	28223	species	5197905	4	0	0.0
Colwellia psychrerythraea	28229	species	5373180	2	0	0.0
Geobacter metallireducens	28232	species	4011182	9	0	0.0
Ornithobacterium rhinotracheale	28251	species	2398521	46	17	0.0
Thermodesulfovibrio yellowstonii	28262	species	2003803	11	10	0.0
Arcanobacterium haemolyticum	28264	species	1986154	1	0	0.0
[Clostridium] propionicum	28446	species	3120417	4	1	0.0
Clavibacter michiganensis	28447	species	3302478	13	0	0.0
Komagataeibacter xylinus	28448	species	3905082	23	0	0.0
Burkholderia pseudomallei	28450	species	11222453	53	0	0.0
Leptospira alstonii	28452	species	4591888	1	0	0.0
Salmonella enterica	28901	species	6689149	21	8	0.0
Mycoplasma bovis	28903	species	1562794	3	0	0.0
Thermoanaerobacter brockii	29323	species	2344824	1	0	0.0
Thermoanaerobacterium xylanolyticum	29329	species	2534358	5	0	0.0
[Clostridium] cellulosi	29343	species	2229578	6	4	0.0
Cellulosilyticum lentocellum	29360	species	4714237	22	4	0.0
Staphylococcus saprophyticus	29385	species	3903594	1	0	0.0
Staphylococcus capitis	29388	species	2503265	3	1	0.0
Legionella oakridgensis	29423	species	2773209	2	0	0.0
Moraxella ovis	29433	species	2306095	18	3	0.0
Xanthomonas albilineans	29447	species	3852299	226	113	0.0
Rhizobium etli	29449	species	6784960	7	3	0.0
Brucella melitensis	29459	species	4250264	213	0	0.0
Brucella suis	29461	species	8101909	213	0	0.0
Veillonella parvula	29466	species	2132142	2	1	0.0
Yersinia frederiksenii	29484	species	4550894	4	1	0.0
Photorhabdus luminescens	29488	species	5688987	17	0	0.0
Vibrio furnissii	29494	species	4916408	2	0	0.0
Vibrio tubiashii	29498	species	5540337	2	0	0.0
Turneriella parva	29510	species	4409302	6	0	0.0
Borreliella afzelii	29518	species	1151622	1	0	0.0
Borreliella garinii	29519	species	933029	1	0	0.0
Pelobacter propionicus	29543	species	4241119	7	0	0.0
Lawsonia intracellularis	29546	species	1719103	5	0	0.0
Rhodothermus marinus	29549	species	3360429	3	0	0.0
Mycoplasma canadense	29554	species	693241	2	0	0.0
Taylorella equigenitalis	29575	species	1713991	57	1	0.0
Caldicellulosiruptor bescii	31899	species	2931662	20	0	0.0
Halothermothrix orenii	31909	species	2578146	2	1	0.0
Aminobacter	31988	genus	0	3	0	0.0
Rhodobacteraceae	31989	family	0	1	0	0.0
Methylobacterium radiotolerans	31998	species	6899110	39	26	0.0
Achromobacter denitrificans	32002	species	6226215	8	0	0.0
Helicobacter hepaticus	32025	species	1799146	66	1	0.0
Synechococcus sp. PCC 7002	32049	species	3409935	1	0	0.0
synthetic construct	32630	species	26537524	9912	225	2.13792e-05
Desulfurella acetivorans	33002	species	1819992	2	0	0.0
Cutibacterium avidum	33010	species	2627993	20	0	0.0
Anaerococcus prevotii	33034	species	1998633	16	14	0.0
Bartonella grahamii	33045	species	2369520	70	0	0.0
Bartonella vinsonii	33047	species	1802699	70	0	0.0
Sphingopyxis macrogoltabida	33050	species	16800329	5	0	0.0
Sphingopyxis terrae	33052	species	3983415	4	0	0.0
Acidithiobacillus caldus	33059	species	3112322	7	1	0.0
Acidobacterium capsulatum	33075	species	4127356	1	0	0.0
Coriobacterium glomerans	33871	species	2115681	4	2	0.0
Bifidobacterium thermophilum	33905	species	2291643	88	3	0.0
Geobacillus thermodenitrificans	33940	species	3608012	28	0	0.0
Kyrpidia tusciae	33943	species	3384766	6	5	0.0
Acetobacterium woodii	33952	species	4044777	230	36	0.0
Leuconostoc citreum	33964	species	1896614	4	0	0.0
Melissococcus plutonius	33970	species	2059558	18	0	0.0
Rickettsia bellii	33990	species	1525528	26	0	0.0
Rickettsia montanensis	33991	species	1279798	36	0	0.0
Rickettsia rhipicephali	33992	species	1377049	36	0	0.0
Neorickettsia helminthoeca	33994	species	884232	13	2	0.0
Gluconacetobacter diazotrophicus	33996	species	7914538	7	0	0.0
