name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Klebsiella pneumoniae	573	species	15713353	3	0	0.0
Morganella morganii	582	species	3853791	1	0	0.0
Proteus mirabilis	584	species	5337360	16	0	0.0
Proteus vulgaris	585	species	3794983	16	0	0.0
Providencia stuartii	588	species	6521015	5	3	0.0
Serratia marcescens	615	species	8465231	5	0	0.0
Shigella boydii	621	species	4698475	3119	4	0.0
Shigella dysenteriae	622	species	4560911	2073	1	0.0
Shigella flexneri	623	species	4763519	3409	0	0.0
Shigella sonnei	624	species	6798914	3412	2	0.0
Xenorhabdus nematophila	628	species	4586662	4	0	0.0
Yersinia pestis	632	species	7124135	2	0	0.0
Yersinia pseudotuberculosis	633	species	9565781	3	0	0.0
Edwardsiella tarda	636	species	3717889	3	1	0.0
Aeromonas hydrophila	644	species	7739252	1	0	0.0
Vibrio cholerae	666	species	6170861	4	2	0.0
Aliivibrio fischeri	668	species	4273718	5	0	0.0
Grimontia hollisae	673	species	3998273	3	1	0.0
Vibrio mimicus	674	species	8922704	1	0	0.0
Vibrio fluvialis	676	species	4827724	1	0	0.0
Plesiomonas shigelloides	703	species	3405979	4	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	4378647	61	2	0.0
Haemophilus influenzae	727	species	2672708	7	1	0.0
Haemophilus parainfluenzae	729	species	2086875	59	0	0.0
Histophilus somni	731	species	2138367	6	0	0.0
Aggregatibacter aphrophilus	732	species	3520359	59	0	0.0
[Haemophilus] parasuis	738	species	4546750	1	0	0.0
Pasteurella multocida	747	species	2546987	6	0	0.0
Gallibacterium anatis	750	species	2694139	4	0	0.0
Anaplasma centrale	769	species	1206806	8	0	0.0
Anaplasma marginale	770	species	1200061	7	1	0.0
Bartonella	773	genus	0	2	0	0.0
Bartonella bacilliformis	774	species	1444212	36	12	0.0
Coxiella burnetii	777	species	2076694	4	1	0.0
Ehrlichia ruminantium	779	species	2264626	7	0	0.0
Rickettsia	780	genus	0	1	0	0.0
Orientia tsutsugamushi	784	species	2068019	9	2	0.0
Rickettsia australis	787	species	1323280	1	0	0.0
Rickettsia canadensis	788	species	1155000	1	0	0.0
Bartonella quintana	803	species	1584515	13	3	0.0
Bacteroides fragilis	817	species	7824806	96	0	0.0
Bacteroides thetaiotaomicron	818	species	6390542	124	0	0.0
Bacteroides vulgatus	821	species	5163189	123	0	0.0
Parabacteroides distasonis	823	species	4811379	208	7	0.0
Campylobacter gracilis	824	species	2281652	3	0	0.0
Sebaldella termitidis	826	species	4486650	1	0	0.0
Campylobacter ureolyticus	827	species	1641887	1	0	0.0
Fibrobacter succinogenes	833	species	7685639	2	2	0.0
Porphyromonas gingivalis	837	species	2343668	14	0	0.0
Fusobacterium nucleatum	851	species	2948417	8	0	0.0
Syntrophomonas wolfei	863	species	2936195	1	1	0.0
Desulfovibrio	872	genus	0	1	0	0.0
Desulfovibrio africanus	873	species	4200534	5	0	0.0
Desulfovibrio desulfuricans	876	species	3366008	7	0	0.0
Desulfovibrio vulgaris	881	species	3802302	10	1	0.0
Desulfobulbus propionicus	894	species	3851869	6	2	0.0
Desulfococcus multivorans	897	species	4455399	8	3	0.0
Desulfomicrobium baculatum	899	species	3942657	5	0	0.0
Acidaminococcus	904	genus	0	1	0	0.0
Acidaminococcus fermentans	905	species	2329769	4	3	0.0
Megasphaera	906	genus	0	1	0	0.0
Megasphaera elsdenii	907	species	2504349	1	0	0.0
Nitrobacter hamburgensis	912	species	5011522	13	0	0.0
Nitrobacter winogradskyi	913	species	3402093	11	1	0.0
Nitrosomonas europaea	915	species	2812094	6	0	0.0
Nitrosomonas eutropha	916	species	2781824	6	0	0.0
Acidithiobacillus ferrooxidans	920	species	2933717	2	0	0.0
Starkeya novella	921	species	4765023	22	4	0.0
Thiomonas intermedia	926	species	3462095	10	2	0.0
Halothiobacillus neapolitanus	927	species	2582886	6	1	0.0
Hydrogenobacter thermophilus	940	species	3486067	1	0	0.0
Ehrlichia canis	944	species	1315030	8	0	0.0
Ehrlichia chaffeensis	945	species	1174554	8	0	0.0
Anaplasma phagocytophilum	948	species	1493914	8	0	0.0
Neorickettsia risticii	950	species	879977	21	0	0.0
Neorickettsia sennetsu	951	species	859006	21	0	0.0
Francisella persica	954	species	3057444	4	1	0.0
Bdellovibrio bacteriovorus	959	species	3652240	3	2	0.0
Herbaspirillum seropedicae	964	species	8221139	47	1	0.0
Selenomonas ruminantium	971	species	3631933	2	1	0.0
Cellulophaga lytica	979	species	3795066	4	0	0.0
Pedobacter heparinus	984	species	5167383	5	0	0.0
Flavobacterium johnsoniae	986	species	5603295	936	0	0.0
Solitalea canadensis	995	species	5202069	24	17	0.0
Flavobacterium columnare	996	species	6492116	936	0	0.0
Flexibacter litoralis	999	species	4919337	2	2	0.0
Marivirga tractuosa	1006	species	4516490	4	0	0.0
Saprospira grandis	1008	species	4400185	5	4	0.0
Weeksella virosa	1014	species	2272954	4	0	0.0
Capnocytophaga ochracea	1018	species	2612925	6	0	0.0
Allochromatium vinosum	1049	species	3669074	1	0	0.0
Halorhodospira halophila	1053	species	2678452	96	0	0.0
Rhodobacter capsulatus	1061	species	3871920	39	1	0.0
Rhodobacter sphaeroides	1063	species	5768316	28	2	0.0
Rhodomicrobium vannielii	1069	species	4014469	9	0	0.0
Rhodopseudomonas palustris	1076	species	5408501	39	1	0.0
Blastochloris viridis	1079	species	11174693	5	0	0.0
Pararhodospirillum photometricum	1084	species	3876289	6	1	0.0
Rhodospirillum rubrum	1085	species	4379691	62	1	0.0
Chlorobium	1091	genus	0	1	0	0.0
Pelodictyon luteolum	1100	species	2364842	1	0	0.0
Prosthecochloris aestuarii	1102	species	2579695	1	0	0.0
Chloroflexus aurantiacus	1108	species	5258541	6	0	0.0
Porphyrobacter neustonensis	1112	species	3090363	42	0	0.0
Microcystis aeruginosa	1126	species	4810004	1	0	0.0
Synechocystis sp. PCC 6714	1147	species	3738889	1	0	0.0
Synechocystis sp. PCC 6803	1148	species	6436711	1	0	0.0
Trichodesmium erythraeum	1206	species	7750108	3	0	0.0
Nitrosococcus oceani	1229	species	3522111	3	0	0.0
Nitrosospira multiformis	1231	species	3234309	8	0	0.0
Leuconostoc	1243	genus	0	1	0	0.0
Leuconostoc gelidum	1244	species	1966103	2	0	0.0
Leuconostoc mesenteroides	1245	species	1966146	4	0	0.0
Leuconostoc lactis	1246	species	1788069	3	0	0.0
Oenococcus oeni	1247	species	1780517	2	0	0.0
Leuconostoc carnosum	1252	species	1773468	4	0	0.0
Finegoldia magna	1260	species	1986740	2	1	0.0
Ruminococcus albus	1264	species	4482087	3	3	0.0
Micrococcus luteus	1270	species	2501097	9	6	0.0
Dermacoccus nishinomiyaensis	1274	species	3113642	1	0	0.0
Kytococcus sedentarius	1276	species	2785024	2	0	0.0
Staphylococcus aureus	1280	species	7252422	3	0	0.0
Staphylococcus carnosus	1281	species	2605765	3	0	0.0
Staphylococcus epidermidis	1282	species	3296362	4	1	0.0
Staphylococcus haemolyticus	1283	species	2629003	3	0	0.0
Staphylococcus hyicus	1284	species	2472129	1	0	0.0
Staphylococcus simulans	1286	species	2647552	3	0	0.0
Staphylococcus warneri	1292	species	2560716	3	0	0.0
Staphylococcus schleiferi	1295	species	12494798	1	0	0.0
Deinococcus radiodurans	1299	species	6628921	5	0	0.0
Streptococcus	1301	genus	0	2	0	0.0
Streptococcus gordonii	1302	species	3335036	10	0	0.0
Streptococcus oralis	1303	species	1958690	1	0	0.0
Streptococcus salivarius	1304	species	3636237	4	0	0.0
Streptococcus suis	1307	species	2683756	3	0	0.0
Streptococcus thermophilus	1308	species	3463400	4	1	0.0
Streptococcus mutans	1309	species	2017559	13	0	0.0
Streptococcus agalactiae	1311	species	5721038	5	0	0.0
Streptococcus pneumoniae	1313	species	2272871	5	3	0.0
Streptococcus pyogenes	1314	species	4096430	5	0	0.0
Streptococcus parasanguinis	1318	species	2162630	2	0	0.0
Streptococcus dysgalactiae	1334	species	2149105	2	0	0.0
Streptococcus equi	1336	species	2140495	2	0	0.0
Streptococcus iniae	1346	species	2086959	4	0	0.0
Streptococcus parauberis	1348	species	2143887	1	0	0.0
Streptococcus uberis	1349	species	1852352	4	0	0.0
Enterococcus faecalis	1351	species	3401628	32	0	0.0
Enterococcus faecium	1352	species	5898717	30	0	0.0
Enterococcus gallinarum	1353	species	3821349	30	0	0.0
Enterococcus hirae	1354	species	2908247	34	4	0.0
Lactococcus lactis	1358	species	2704731	5815	5764	0.0
Lactococcus garvieae	1363	species	1957049	18	5	0.0
Lactococcus piscium	1364	species	2503066	51	9	0.0
Planococcus kocurii	1374	species	3485580	1	0	0.0
Aerococcus urinae	1376	species	2027618	2	0	0.0
Aerococcus viridans	1377	species	2199877	9	0	0.0
Atopobium parvulum	1382	species	1543805	5	0	0.0
Brevibacillus brevis	1393	species	6296436	2	0	0.0
Bacillus coagulans	1398	species	4327944	12	10	0.0
Bacillus licheniformis	1402	species	8559910	1	0	0.0
Bacillus megaterium	1404	species	5334474	1	0	0.0
Paenibacillus polymyxa	1406	species	6883167	7	1	0.0
Lysinibacillus sphaericus	1421	species	14371778	2	0	0.0
Bacillus subtilis	1423	species	7550081	4	0	0.0
Parageobacillus thermoglucosidans	1426	species	5935916	1	0	0.0
Bacillus thuringiensis	1428	species	10269592	1	0	0.0
Brevibacillus laterosporus	1465	species	5153859	1	0	0.0
Bacillus methanolicus	1471	species	3425208	2	0	0.0
Sporosarcina psychrophila	1476	species	4674191	1	0	0.0
Bacillus simplex	1478	species	5521719	1	0	0.0
Bacillus smithii	1479	species	3381292	1	0	0.0
Clostridium	1485	genus	0	1	0	0.0
Clostridium acetobutylicum	1488	species	4136895	1	0	0.0
Clostridium botulinum	1491	species	4637504	21	3	0.0
Clostridium butyricum	1492	species	13843423	2	0	0.0
Clostridium cellulovorans	1493	species	5262222	3	1	0.0
Clostridioides difficile	1496	species	6297836	16	9	0.0
Clostridium formicaceticum	1497	species	4586755	5	0	0.0
Clostridium pasteurianum	1501	species	7159922	3	0	0.0
Clostridium perfringens	1502	species	6907798	4	2	0.0
Clostridium sporogenes	1509	species	8284974	14	0	0.0
Clostridium tetani	1513	species	2869591	15	1	0.0
Ruminiclostridium thermocellum	1515	species	3634338	1	1	0.0
Thermoanaerobacterium thermosaccharolyticum	1517	species	2840014	1	0	0.0
Clostridium tyrobutyricum	1519	species	3134437	14	0	0.0
Clostridium beijerinckii	1520	species	6161692	2	0	0.0
[Clostridium] cellulolyticum	1521	species	4068724	1	0	0.0
Clostridium kluyveri	1534	species	3989551	18	0	0.0
Clostridium ljungdahlii	1538	species	4630065	6	0	0.0
Clostridium novyi	1542	species	2547720	1	0	0.0
Clostridium scatologenes	1548	species	5749410	3	0	0.0
Gottschalkia acidurici	1556	species	3108248	6	2	0.0
Clostridium baratii	1561	species	3338630	1	0	0.0
Desulfotomaculum ruminis	1564	species	3969014	4	1	0.0
Desulfotomaculum nigrificans	1565	species	2892255	3	0	0.0
Leifsonia xyli	1575	species	2955779	23	0	0.0
Lactobacillus casei	1582	species	3039836	5	0	0.0
Lactobacillus delbrueckii	1584	species	1920382	1	1	0.0
Lactobacillus helveticus	1587	species	3148198	1	1	0.0
Lactobacillus paracasei	1597	species	4200086	5	0	0.0
Lactobacillus salivarius	1624	species	2663133	22	4	0.0
Listeria ivanovii	1638	species	3701623	2	0	0.0
Listeria monocytogenes	1639	species	5926303	2	0	0.0
Listeria seeligeri	1640	species	2797636	2	0	0.0
Listeria innocua	1642	species	3093113	2	0	0.0
Listeria welshimeri	1643	species	2814130	2	0	0.0
Renibacterium salmoninarum	1646	species	3155250	2	0	0.0
Trueperella pyogenes	1661	species	3453353	3	0	0.0
Arthrobacter	1663	genus	0	1	0	0.0
Bifidobacterium adolescentis	1680	species	3233293	34	3	0.0
Bifidobacterium bifidum	1681	species	2209322	26	3	0.0
Bifidobacterium angulatum	1683	species	2043306	20	2	0.0
Bifidobacterium asteroides	1684	species	2167304	21	0	0.0
Bifidobacterium breve	1685	species	2328021	25	1	0.0
Bifidobacterium catenulatum	1686	species	2079525	16	0	0.0
Bifidobacterium coryneforme	1687	species	1755151	7	0	0.0
Bifidobacterium dentium	1689	species	2636018	144	30	0.0
Bifidobacterium indicum	1691	species	1734546	7	1	0.0
Bifidobacterium pseudolongum	1694	species	2032698	252	4	0.0
Cellulomonas flavigena	1711	species	4123179	5	0	0.0
Corynebacterium glutamicum	1718	species	6155998	4	1	0.0
Corynebacterium callunae	1721	species	2928683	1	0	0.0
Corynebacterium variabile	1727	species	3433007	1	0	0.0
Peptoclostridium acidaminophilum	1731	species	3055036	5	2	0.0
Eubacterium limosum	1736	species	4233519	5175	4527	0.0
Thermodesulfobacterium commune	1741	species	1764045	1	0	0.0
Propionibacterium freudenreichii	1744	species	2646865	49	0	0.0
Propionibacterium acnes	1747	species	3361368	16	3	0.0
Acidipropionibacterium acidipropionici	1748	species	7323316	10	0	0.0
Pseudopropionibacterium propionicum	1750	species	3449360	4	0	0.0
Thermoanaerobacter	1754	genus	0	1	0	0.0
Mycobacterium	1763	genus	0	1	0	0.0
Mycobacterium bovis	1765	species	6302864	2	1	0.0
Mycobacterium leprae	1769	species	3268137	1	0	0.0
Rhodococcus	1827	genus	0	2	0	0.0
Rhodococcus fascians	1828	species	5502110	5	0	0.0
Saccharopolyspora erythraea	1836	species	8212805	1	0	0.0
Frankia alni	1859	species	7497934	2	0	0.0
Actinoplanes missouriensis	1866	species	8773466	2	0	0.0
Streptomyces	1883	genus	0	2	0	0.0
Streptomyces albus	1888	species	15352626	1	0	0.0
Streptomyces scabiei	1930	species	10148695	1	0	0.0
Streptomyces noursei	1971	species	9815884	1	0	0.0
Streptosporangium roseum	2001	species	10369518	5	0	0.0
Nocardiopsis dassonvillei	2014	species	6543312	7	0	0.0
Thermomonospora curvata	2020	species	5639016	1	0	0.0
Thermobifida fusca	2021	species	3642249	5	0	0.0
Microbacterium testaceum	2033	species	3982034	8	0	0.0
Tropheryma whipplei	2039	species	926620	37	1	0.0
Aeromicrobium erythreum	2041	species	3629239	8	5	0.0
Pimelobacter simplex	2045	species	5637360	9	0	0.0
Rothia dentocariosa	2047	species	2506025	1	0	0.0
Mobiluncus curtisii	2051	species	2146480	4	0	0.0
Gordonia bronchialis	2054	species	5290012	1	0	0.0
Gordonia terrae	2055	species	5701501	1	0	0.0
Kitasatospora setae	2066	species	8783278	2	0	0.0
Mycoplasma	2093	genus	0	1	0	0.0
Mycoplasma arginini	2094	species	678592	9	0	0.0
Mycoplasma capricolum	2095	species	1692864	3	0	0.0
Mycoplasma gallisepticum	2096	species	968554	2	1	0.0
Mycoplasma hominis	2098	species	925558	6	0	0.0
Mycoplasma hyopneumoniae	2099	species	909234	1	0	0.0
Mycoplasma hyorhinis	2100	species	836420	1	0	0.0
Mycoplasma mycoides	2102	species	2100167	4	1	0.0
Mycoplasma leachii	2105	species	1008951	3	0	0.0
Mycoplasma agalactiae	2110	species	942070	8	0	0.0
Mycoplasma arthritidis	2111	species	820453	6	0	0.0
Mycoplasma californicum	2113	species	796464	4	0	0.0
Mycoplasma fermentans	2115	species	1048137	8	0	0.0
Mycoplasma mobile	2118	species	777079	1	0	0.0
Mycoplasma putrefaciens	2123	species	846299	3	0	0.0
Mycoplasma flocculare	2128	species	778866	1	0	0.0
Ureaplasma urealyticum	2130	species	874478	1	0	0.0
Spiroplasma apis	2137	species	1160554	1	0	0.0
Spiroplasma mirum	2144	species	2265199	2	0	0.0
Spiroplasma taiwanense	2145	species	1086278	1	0	0.0
Acholeplasma laidlawii	2148	species	1496992	2	0	0.0
Mesoplasma florum	2151	species	809524	5	0	0.0
Methanococcus vannielii	2187	species	1720048	1	0	0.0
Methanotorris igneus	2189	species	1854197	1	0	0.0
Methanocaldococcus jannaschii	2190	species	1739927	1	0	0.0
Methanocorpusculum	2192	genus	0	1	0	0.0
Thermoproteus tenax	2271	species	1841542	16	0	0.0
Pyrobaculum islandicum	2277	species	1826402	16	0	0.0
Sulfolobus	2284	genus	0	1	0	0.0
Sulfolobus acidocaldarius	2285	species	2172056	1	0	0.0
Sulfolobus solfataricus	2287	species	5625717	20	0	0.0
Desulfobacterium autotrophicum	2296	species	5657782	2	0	0.0
Thermoanaerobacter kivui	2325	species	2397824	8	0	0.0
Halanaerobium praevalens	2331	species	2309262	14	0	0.0
Thermotoga	2335	genus	0	1	0	0.0
Thermotoga maritima	2336	species	5599391	1	0	0.0
Haliscomenobacter hydrossis	2350	species	8771651	2	1	0.0
Flexistipes sinusarabici	2352	species	2526590	6	1	0.0
Desulfomonile tiedjei	2358	species	6527027	4	1	0.0
Xylella fastidiosa	2371	species	2609554	5	1	0.0
Fervidobacterium islandicum	2423	species	2237377	2	0	0.0
Fervidobacterium nodosum	2424	species	1948941	18	13	0.0
Teredinibacter turnerae	2426	species	5193164	9	0	0.0
Roseobacter denitrificans	2434	species	4331234	5	0	0.0
Gardnerella vaginalis	2702	species	1669705	18	14	0.0
Hirschia baltica	2724	species	3540114	12	5	0.0
Symbiobacterium thermophilum	2734	species	3566135	24	7	0.0
Marinobacter	2742	genus	0	1	0	0.0
Marinobacter hydrocarbonoclasticus	2743	species	4384621	2	0	0.0
Halomonas elongata	2746	species	4061296	11	1	0.0
Homo sapiens	9606	species	3238442024	36	15	0.0
Escherichia virus Lambda	10710	species	48502	1	0	0.0
Acidovorax	12916	genus	0	2	0	0.0
Burkholderia mallei	13373	species	18282343	19	0	0.0
Sphingomonas	13687	genus	0	9	0	0.0
Bifidobacterium animalis	28025	species	2054141	4694	4272	0.0
Bifidobacterium pseudocatenulatum	28026	species	2313752	16	0	0.0
Lysinibacillus fusiformis	28031	species	4843789	2	0	0.0
Staphylococcus lugdunensis	28035	species	3479969	2	2	0.0
Streptococcus mitis	28037	species	3110438	1	0	0.0
Acidothermus cellulolyticus	28049	species	2443540	3	1	0.0
Rubrivivax gelatinosus	28068	species	5043253	21	0	0.0
Neisseria weaveri	28091	species	2188497	18	1	0.0
Burkholderia gladioli	28095	species	8975879	5	0	0.0
Alteromonas macleodii	28108	species	5557691	3	0	0.0
Francisella philomiragia	28110	species	4757195	10	0	0.0
Tannerella forsythia	28112	species	3383154	13	0	0.0
Bacteroides ovatus	28116	species	6473892	127	0	0.0
Odoribacter splanchnicus	28118	species	4392288	7	0	0.0
Porphyromonas asaccharolytica	28123	species	2186370	8	0	0.0
Prevotella denticola	28129	species	2937589	2	1	0.0
Prevotella melaninogenica	28132	species	3168282	1	0	0.0
Serratia proteamaculans	28151	species	5495657	2	0	0.0
Vibrio nigripulchritudo	28173	species	6322155	2	1	0.0
Leptospira santarosai	28183	species	3983611	2	0	0.0
Capnocytophaga canimorsus	28188	species	2571406	3	0	0.0
Arcobacter butzleri	28197	species	2283719	4	0	0.0
Arcobacter nitrofigilis	28199	species	3192235	4	0	0.0
Desulfobacula toluolica	28223	species	5197905	4	0	0.0
Mycoplasma penetrans	28227	species	1358633	5	3	0.0
Colwellia psychrerythraea	28229	species	5373180	2	0	0.0
Geobacter metallireducens	28232	species	4011182	11	0	0.0
Ornithobacterium rhinotracheale	28251	species	2398521	52	21	0.0
Thermodesulfovibrio yellowstonii	28262	species	2003803	6	0	0.0
Arcanobacterium haemolyticum	28264	species	1986154	3	0	0.0
[Clostridium] propionicum	28446	species	3120417	2	0	0.0
Clavibacter michiganensis	28447	species	3302478	43	0	0.0
Komagataeibacter xylinus	28448	species	3905082	20	0	0.0
Burkholderia pseudomallei	28450	species	11222453	19	0	0.0
Leptospira alstonii	28452	species	4591888	2	0	0.0
Salmonella enterica	28901	species	6689149	5	2	0.0
Mycoplasma bovis	28903	species	1562794	8	0	0.0
Thermoanaerobacter brockii	29323	species	2344824	8	0	0.0
Thermoanaerobacterium xylanolyticum	29329	species	2534358	1	0	0.0
[Clostridium] cellulosi	29343	species	2229578	2	0	0.0
Cellulosilyticum lentocellum	29360	species	4714237	3	1	0.0
Staphylococcus capitis	29388	species	2503265	21	3	0.0
Microlunatus phosphovorus	29405	species	5683123	1	0	0.0
Moraxella ovis	29433	species	2306095	29	3	0.0
Xanthomonas albilineans	29447	species	3852299	180	41	0.0
Rhizobium etli	29449	species	6784960	3	0	0.0
Brucella melitensis	29459	species	4250264	466	0	0.0
Brucella suis	29461	species	8101909	466	0	0.0
Veillonella parvula	29466	species	2132142	3	0	0.0
Pectobacterium atrosepticum	29471	species	7546597	2	0	0.0
Yersinia frederiksenii	29484	species	4550894	2	2	0.0
Photorhabdus luminescens	29488	species	5688987	3	0	0.0
Vibrio furnissii	29494	species	4916408	1	0	0.0
Vibrio tubiashii	29498	species	5540337	1	0	0.0
Turneriella parva	29510	species	4409302	1	1	0.0
Pelobacter propionicus	29543	species	4241119	7	0	0.0
Lawsonia intracellularis	29546	species	1719103	6	1	0.0
Rhodothermus marinus	29549	species	3360429	2	0	0.0
Mycoplasma canadense	29554	species	693241	6	0	0.0
Taylorella equigenitalis	29575	species	1713991	2	0	0.0
Halothermothrix orenii	31909	species	2578146	11	0	0.0
Methylobacterium radiotolerans	31998	species	6899110	7	1	0.0
Achromobacter denitrificans	32002	species	6226215	22	0	0.0
Burkholderia	32008	genus	0	2	0	0.0
Helicobacter hepaticus	32025	species	1799146	2	0	0.0
Synechococcus elongatus	32046	species	2719262	1	0	0.0
synthetic construct	32630	species	26537524	3326	77	1.54961e-05
Desulfurella acetivorans	33002	species	1819992	6	1	0.0
Cutibacterium avidum	33010	species	2627993	51	1	0.0
