name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Capnocytophaga	1016	genus	0	1	0	0.0
Halorhodospira halophila	1053	species	2678452	39	3	0.0
Rhodopseudomonas palustris	1076	species	5408501	65	36	0.0
Pararhodospirillum photometricum	1084	species	3876289	4	0	0.0
Rhodospirillum rubrum	1085	species	4379691	21	1	0.0
Chlorobium	1091	genus	0	5	0	0.0
Chlorobium limicola	1092	species	2763181	28	0	0.0
Chlorobium phaeovibrioides	1094	species	1966858	27	0	0.0
Chlorobium phaeobacteroides	1096	species	2935152	45	2	0.0
Chlorobaculum tepidum	1097	species	2154946	42	0	0.0
Pelodictyon luteolum	1100	species	2364842	32	0	0.0
Prosthecochloris aestuarii	1102	species	2579695	33	0	0.0
Microcystis aeruginosa	1126	species	4810004	1	0	0.0
Synechocystis sp. PCC 6714	1147	species	3738889	1	0	0.0
Synechocystis sp. PCC 6803	1148	species	6436711	1	0	0.0
Trichormus azollae	1164	species	5486145	1	0	0.0
Anabaena cylindrica	1165	species	7063285	1	0	0.0
Nostoc	1177	genus	0	1	0	0.0
Nitrosococcus oceani	1229	species	3522111	1	0	0.0
Nitrosospira multiformis	1231	species	3234309	2	0	0.0
Leuconostoc gelidum	1244	species	1966103	2	0	0.0
Leuconostoc mesenteroides	1245	species	1966146	2	0	0.0
Leuconostoc lactis	1246	species	1788069	2	0	0.0
Leuconostoc carnosum	1252	species	1773468	2	0	0.0
Finegoldia magna	1260	species	1986740	5	5	0.0
Micrococcus luteus	1270	species	2501097	1	0	0.0
Staphylococcus epidermidis	1282	species	3296362	3	2	0.0
Staphylococcus hyicus	1284	species	2472129	64	0	0.0
Staphylococcus schleiferi	1295	species	12494798	1	0	0.0
Streptococcus oralis	1303	species	1958690	1	0	0.0
Streptococcus mutans	1309	species	2017559	8	6	0.0
Streptococcus pneumoniae	1313	species	2272871	1	0	0.0
Enterococcus faecalis	1351	species	3401628	3	0	0.0
Enterococcus faecium	1352	species	5898717	1	0	0.0
Enterococcus hirae	1354	species	2908247	2	0	0.0
Lactococcus lactis	1358	species	2704731	1	1	0.0
Lactococcus garvieae	1363	species	1957049	1	1	0.0
Lactococcus piscium	1364	species	2503066	1	0	0.0
Planococcus kocurii	1374	species	3485580	1	0	0.0
Aerococcus urinae	1376	species	2027618	3	1	0.0
Aerococcus viridans	1377	species	2199877	1	0	0.0
Bacillus anthracis	1392	species	17446789	1	0	0.0
Bacillus cereus	1396	species	9676532	1	0	0.0
Bacillus mycoides	1405	species	11312355	1	0	0.0
Paenibacillus polymyxa	1406	species	6883167	5	3	0.0
Geobacillus stearothermophilus	1422	species	3676494	2	0	0.0
Bacillus thuringiensis	1428	species	10269592	2	1	0.0
Amphibacillus xylanus	1449	species	2569486	30	0	0.0
Geobacillus kaustophilus	1462	species	3592666	2	0	0.0
Paenibacillus larvae	1464	species	4056006	10	0	0.0
Clostridium	1485	genus	0	1	0	0.0
Clostridium acetobutylicum	1488	species	4136895	2	0	0.0
Clostridium botulinum	1491	species	4637504	1101	0	0.0
Clostridium cellulovorans	1493	species	5262222	3	0	0.0
Clostridioides difficile	1496	species	6297836	456	431	0.0
Clostridium formicaceticum	1497	species	4586755	17	0	0.0
Clostridium pasteurianum	1501	species	7159922	2	0	0.0
Clostridium perfringens	1502	species	6907798	10	9	0.0
Clostridium sporogenes	1509	species	8284974	1098	0	0.0
[Clostridium] stercorarium	1510	species	4042789	17	0	0.0
Acetoanaerobium sticklandii	1511	species	2715461	12	0	0.0
Clostridium tetani	1513	species	2869591	1099	2	0.0
Ruminiclostridium thermocellum	1515	species	3634338	3	0	0.0
Clostridium tyrobutyricum	1519	species	3134437	1097	0	0.0
[Clostridium] cellulolyticum	1521	species	4068724	18	0	0.0
Clostridium kluyveri	1534	species	3989551	1096	1	0.0
Clostridium ljungdahlii	1538	species	4630065	171	0	0.0
Clostridium novyi	1542	species	2547720	1	0	0.0
Clostridium scatologenes	1548	species	5749410	1	0	0.0
Gottschalkia acidurici	1556	species	3108248	2	0	0.0
Clostridium baratii	1561	species	3338630	1	0	0.0
Desulfotomaculum ruminis	1564	species	3969014	1	0	0.0
Halobacillus halophilus	1570	species	4170008	3	0	0.0
Lactobacillus reuteri	1598	species	2811237	1	0	0.0
Lactobacillus fermentum	1613	species	2108824	1	0	0.0
Lactobacillus ruminis	1623	species	2066652	1	0	0.0
Lactobacillus salivarius	1624	species	2663133	2	1	0.0
Listeria ivanovii	1638	species	3701623	1	0	0.0
Listeria monocytogenes	1639	species	5926303	1	0	0.0
Listeria seeligeri	1640	species	2797636	1	0	0.0
Listeria innocua	1642	species	3093113	1	0	0.0
Listeria welshimeri	1643	species	2814130	1	0	0.0
Bifidobacterium adolescentis	1680	species	3233293	7	1	0.0
Bifidobacterium bifidum	1681	species	2209322	6	1	0.0
Bifidobacterium asteroides	1684	species	2167304	3	1	0.0
Bifidobacterium breve	1685	species	2328021	2	0	0.0
Bifidobacterium catenulatum	1686	species	2079525	2	0	0.0
Bifidobacterium dentium	1689	species	2636018	7	0	0.0
Bifidobacterium pseudolongum	1694	species	2032698	3	0	0.0
Peptoclostridium acidaminophilum	1731	species	3055036	3	1	0.0
Eubacterium limosum	1736	species	4233519	10018	9735	0.0
Propionibacterium freudenreichii	1744	species	2646865	1	0	0.0
Mycobacterium bovis	1765	species	6302864	30	0	0.0
Mycobacterium fortuitum	1766	species	6254616	1	0	0.0
Mycobacterium leprae	1769	species	3268137	6	0	0.0
Rhodococcus erythropolis	1833	species	6734667	1	0	0.0
Geodermatophilus obscurus	1861	species	5322497	1	0	0.0
Thermobispora bispora	2006	species	4189976	1	0	0.0
Tropheryma whipplei	2039	species	926620	1	0	0.0
Gordonia bronchialis	2054	species	5290012	1	0	0.0
Gordonia terrae	2055	species	5701501	1	0	0.0
Tsukamurella paurometabola	2061	species	4479724	1	0	0.0
Mycoplasma capricolum	2095	species	1692864	1	0	0.0
Mycoplasma hyopneumoniae	2099	species	909234	2	0	0.0
Mycoplasma mycoides	2102	species	2100167	2	1	0.0
Mycoplasma leachii	2105	species	1008951	1	0	0.0
Mycoplasma flocculare	2128	species	778866	2	0	0.0
Desulfobacterium autotrophicum	2296	species	5657782	5	0	0.0
Haliscomenobacter hydrossis	2350	species	8771651	9	1	0.0
Flexistipes sinusarabici	2352	species	2526590	1	0	0.0
Desulfomonile tiedjei	2358	species	6527027	13	1	0.0
Xylella fastidiosa	2371	species	2609554	1	0	0.0
Teredinibacter turnerae	2426	species	5193164	15	0	0.0
Hirschia baltica	2724	species	3540114	1	0	0.0
Marinobacter	2742	genus	0	1	0	0.0
Homo sapiens	9606	species	3238442024	17	17	0.0
Burkholderia mallei	13373	species	18282343	1	0	0.0
Bifidobacterium animalis	28025	species	2054141	18	10	0.0
Bifidobacterium pseudocatenulatum	28026	species	2313752	2	0	0.0
Staphylococcus lugdunensis	28035	species	3479969	1	1	0.0
Streptococcus mitis	28037	species	3110438	1	0	0.0
Rubrivivax gelatinosus	28068	species	5043253	18	15	0.0
Neisseria weaveri	28091	species	2188497	3	0	0.0
Francisella philomiragia	28110	species	4757195	3	0	0.0
Tannerella forsythia	28112	species	3383154	968	0	0.0
Bacteroides ovatus	28116	species	6473892	661	3	0.0
Odoribacter splanchnicus	28118	species	4392288	27	21	0.0
Porphyromonas asaccharolytica	28123	species	2186370	6	2	0.0
Prevotella denticola	28129	species	2937589	15	10	0.0
Prevotella melaninogenica	28132	species	3168282	8	0	0.0
Cronobacter sakazakii	28141	species	5648091	1	0	0.0
Leptospira santarosai	28183	species	3983611	1	0	0.0
Acetohalobium arabaticum	28187	species	2469596	2	0	0.0
Capnocytophaga canimorsus	28188	species	2571406	2	1	0.0
Arcobacter nitrofigilis	28199	species	3192235	1	1	0.0
Desulfobacula toluolica	28223	species	5197905	5	0	0.0
Geobacter metallireducens	28232	species	4011182	1	0	0.0
Ornithobacterium rhinotracheale	28251	species	2398521	436	150	0.0
[Clostridium] propionicum	28446	species	3120417	2	0	0.0
Clavibacter michiganensis	28447	species	3302478	1	0	0.0
Komagataeibacter xylinus	28448	species	3905082	12	0	0.0
Burkholderia pseudomallei	28450	species	11222453	1	0	0.0
Leptospira alstonii	28452	species	4591888	1	0	0.0
Salmonella enterica	28901	species	6689149	1	0	0.0
[Clostridium] cellulosi	29343	species	2229578	1	1	0.0
Cellulosilyticum lentocellum	29360	species	4714237	47	15	0.0
Staphylococcus capitis	29388	species	2503265	1	0	0.0
Veillonella parvula	29466	species	2132142	2	0	0.0
Pelobacter propionicus	29543	species	4241119	2	0	0.0
Lawsonia intracellularis	29546	species	1719103	1	0	0.0
Taylorella equigenitalis	29575	species	1713991	8	0	0.0
Caldicellulosiruptor bescii	31899	species	2931662	47	0	0.0
Methylobacterium radiotolerans	31998	species	6899110	11	11	0.0
Achromobacter denitrificans	32002	species	6226215	1	0	0.0
Helicobacter hepaticus	32025	species	1799146	12	0	0.0
Calothrix parietina	32054	species	6960392	1	0	0.0
synthetic construct	32630	species	26537524	2446	207	1.62694e-05
Desulfurella acetivorans	33002	species	1819992	1	0	0.0
Cutibacterium avidum	33010	species	2627993	1	0	0.0
Parvimonas micra	33033	species	1627009	1	0	0.0
Anaerococcus prevotii	33034	species	1998633	13	1	0.0
Bartonella grahamii	33045	species	2369520	1	0	0.0
Bartonella vinsonii	33047	species	1802699	1	0	0.0
Acidithiobacillus caldus	33059	species	3112322	2	0	0.0
Rathayibacter tritici	33888	species	3354681	1	0	0.0
Bifidobacterium thermophilum	33905	species	2291643	2	0	0.0
Geobacillus thermodenitrificans	33940	species	3608012	4	0	0.0
Geobacillus thermoleovorans	33941	species	5320134	2	0	0.0
Acetobacterium woodii	33952	species	4044777	331	57	0.0
Leuconostoc citreum	33964	species	1896614	2	0	0.0
Melissococcus plutonius	33970	species	2059558	2	1	0.0
Rickettsia bellii	33990	species	1525528	7	0	0.0
Rickettsia montanensis	33991	species	1279798	10	0	0.0
Rickettsia rhipicephali	33992	species	1377049	10	0	0.0
Neorickettsia helminthoeca	33994	species	884232	11	0	0.0
Gluconacetobacter diazotrophicus	33996	species	7914538	2	0	0.0
Paracoccus aminophilus	34003	species	4873118	2	0	0.0
Rhodospirillum centenum	34018	species	4355543	10	0	0.0
Candidatus Liberibacter africanus	34020	species	1192232	20	0	0.0
Candidatus Liberibacter asiaticus	34021	species	1229983	20	0	0.0
Leptothrix cholodnii	34029	species	4909403	1	0	0.0
Variovorax paradoxus	34073	species	6817856	1	0	0.0
Riemerella anatipestifer	34085	species	2813253	3	1	0.0
Pelodictyon phaeoclathratiforme	34090	species	3018238	32	0	0.0
Citrobacter amalonaticus	35703	species	7931914	1	0	0.0
Rickettsia africae	35788	species	1290917	10	0	0.0
Rickettsia japonica	35790	species	1283087	7	0	0.0
Rickettsia massiliae	35791	species	1376184	10	0	0.0
Rickettsia parkeri	35792	species	1300386	10	0	0.0
Rickettsia slovaca	35794	species	1275404	10	0	0.0
Nitrosospira briensis	35799	species	3210113	1	1	0.0
Rhodovulum sulfidophilum	35806	species	6638597	2	0	0.0
Bordetella holmesii	35814	species	3697767	3	0	0.0
Pseudomonas cichorii	36746	species	5986012	2	0	0.0
Marichromatium purpuratum	37487	species	3779112	19	0	0.0
Candidatus Phytoplasma mali	37692	species	601943	14	7	0.0
Rhodococcus opacus	37919	species	8880502	3	0	0.0
Sinomonas atrocyanea	37927	species	4492204	1	0	0.0
Bartonella henselae	38323	species	3858658	1	0	0.0
Acholeplasma palmae	38986	species	1554229	15	0	0.0
[Eubacterium] eligens	39485	species	2831389	4	1	0.0
[Eubacterium] rectale	39491	species	3449685	1	1	0.0
Mesorhizobium ciceri	39645	species	6838036	2	0	0.0
Sulfurimonas denitrificans	39766	species	2201561	7	0	0.0
Blattabacterium sp. (Mastotermes darwiniensis)	39768	species	590336	3	0	0.0
Dialister pneumosintes	39950	species	1274073	20	15	0.0
Acinetobacter johnsonii	40214	species	4081329	9	5	0.0
Thioploca ingrica	40754	species	4810005	1	0	0.0
Roseobacter litoralis	42443	species	4745450	1	0	0.0
Marinovum algicola	42444	species	5252390	1	0	0.0
Rickettsia felis	42862	species	1587240	7	0	0.0
Butyrivibrio proteoclasticus	43305	species	4404886	1	0	0.0
Pseudomonas denitrificans	43306	species	5696307	3	0	3.44451e-06
Paenarthrobacter aurescens	43663	species	5226648	1	0	0.0
Rhodococcus equi	43767	species	5043170	1	0	0.0
Cyanothece	43988	genus	0	1	0	0.0
Caldicellulosiruptor saccharolyticus	44001	species	2970275	2	0	0.0
Paenibacillus durus	44251	species	5814491	3	3	0.0
Bradyrhizobium oligotrophicum	44255	species	8264165	2	0	0.0
Capnocytophaga haemolytica	45243	species	2688484	4	1	0.0
Mycoplasma bovoculi	45362	species	760240	1	0	0.0
Psychrobacter urativorans	45610	species	2931580	1	0	0.0
Desulfohalobium retbaense	45663	species	2909567	15	3	0.0
Anabaena sp. 90	46234	species	5305675	1	0	0.0
Spirochaeta africana	46355	species	3285855	1	0	0.0
Pseudomonas corrugata	47879	species	6124363	3	0	0.0
Acinetobacter pittii	48296	species	6018266	6	0	0.0
Xanthomonas fragariae	48664	species	8565300	2	0	0.0
Novosphingobium aromaticivorans	48935	species	4233314	1	0	0.0
Syntrophobotulus glycolicus	51197	species	3406739	14	0	0.0
Wigglesworthia glossinidia	51229	species	711269	3	3	0.0
Mycoplasma yeatsii	51365	species	895051	1	0	0.0
Aerococcus urinaeequi	51665	species	4067667	1	0	0.0
Tetragenococcus halophilus	51669	species	2476095	29	11	0.0
Prevotella dentalis	52227	species	3350206	6	1	0.0
Caldicellulosiruptor kristjanssonii	52765	species	2802443	47	0	0.0
Caldicellulosiruptor lactoaceticus	52766	species	2674809	26	0	0.0
Actinomyces meyeri	52773	species	2049088	1	0	0.0
Enterococcus durans	53345	species	6143683	1	0	0.0
Enterococcus mundtii	53346	species	3351060	1	0	0.0
Pseudomonas citronellolis	53408	species	14631203	3	0	1.73789e-12
Xanthomonas axonopodis	53413	species	5343358	2	0	0.0
Nakamurella multipartita	53461	species	6060298	1	0	0.0
Raoultella ornithinolytica	54291	species	13911666	2	0	0.0
Flavobacterium branchiophilum	55197	species	3563292	1084	0	0.0
Caldicellulosiruptor owensensis	55205	species	2428903	47	0	0.0
Sediminispirochaeta smaragdinae	55206	species	4653970	1	1	0.0
Janthinobacterium agaricidamnosum	55508	species	5949001	1	0	0.0
Dehalobacter restrictus	55583	species	2943336	8	0	0.0
Bartonella clarridgeiae	56426	species	1522743	1	0	0.0
Xanthomonas sacchari	56458	species	5006106	2	0	0.0
Psychroflexus torquis	57029	species	4321832	1	0	0.0
Burkholderia thailandensis	57975	species	9210179	1	0	0.0
Desulfotomaculum acetoxidans	58138	species	4545624	173	169	0.0
Desulfovibrio alaskensis	58180	species	3730232	10	0	0.0
Cellulophaga algicola	59600	species	4888353	1	0	0.0
Desulfotomaculum reducens	59610	species	3608104	1	0	0.0
Candidatus Phytoplasma australiense	59748	species	919869	18	1	0.0
Phaeobacter gallaeciensis	60890	species	4300940	2	0	0.0
Desulfobacca acetoxidans	60893	species	3282536	1	0	0.0
Paenibacillus mucilaginosus	61624	species	8740689	4	0	0.0
Kluyvera intermedia	61648	species	6166452	1	0	0.0
Azoarcus sp. BH72	62928	species	4376040	2	0	0.0
Acinetobacter sp. ADP1	62977	species	3598621	2	0	0.0
Zobellia galactanivorans	63186	species	5521712	1	0	0.0
Desulfocapsa sulfexigens	65555	species	4023512	50	1	0.0
Pseudomonas knackmussii	65741	species	6162905	3	0	6.67382e-12
Wolbachia sp. wRi	66084	species	1445873	1	0	0.0
Citrobacter rodentium	67825	species	5444283	3	2	0.0
Actinobacillus succinogenes	67854	species	2319663	16	0	0.0
Cupriavidus basilensis	68895	species	8421483	7	0	0.0
Petrotoga mobilis	69499	species	2169548	1	0	0.0
Macrococcus caseolyticus	69966	species	2219737	62	0	0.0
Thiocystis violascens	73141	species	5017071	1	0	0.0
Maricaulis maris	74318	species	3368780	11	0	0.0
Pseudomonas balearica	74829	species	4383480	3	0	0.0
Prevotella enoeca	76123	species	2861432	1	0	0.0
Cellulophaga baltica	76594	species	4597822	1	0	0.0
Roseateles depolymerans	76731	species	5681722	1	0	0.0
Myroides odoratimimus	76832	species	4457748	71	0	0.0
Wolbachia endosymbiont of Drosophila simulans	77038	species	1298813	1	0	0.0
Scardovia inopinata	78259	species	1797862	1	0	0.0
Chitinophaga pinensis	79329	species	9127347	2	0	0.0
Denitrobacterium detoxificans	79604	species	2446250	1	0	0.0
Erwinia pyrifoliae	79967	species	4072846	1	0	0.0
Thioflavicoccus mobilis	80679	species	4137521	19	4	0.0
Haliangium ochraceum	80816	species	9446314	2	0	0.0
Herbaspirillum rubrisubalbicans	80842	species	5611261	1	0	0.0
Wolbachia endosymbiont of Brugia malayi	80849	species	1080084	1	0	0.0
Delftia acidovorans	80866	species	6767514	4	0	0.0
Acidovorax avenae	80867	species	5482170	5	0	0.0
Acidovorax citrulli	80869	species	5352772	5	0	0.0
Hyphomonas neptunium	81032	species	3705021	1	0	0.0
Thermanaerovibrio acidaminovorans	81462	species	1848474	7	0	0.0
Aminobacterium colombiense	81468	species	1980592	1	0	0.0
Frateuria aurantia	81475	species	3603458	41	0	0.0
Aminobacter aminovorans	83263	species	6890726	1	0	0.0
gamma proteobacterium HdN1	83406	species	4587455	15	15	0.0
Myxococcus stipitatus	83455	species	10350586	1	0	0.0
Clostridium aceticum	84022	species	4207037	17	0	0.0
Clostridium autoethanogenum	84023	species	8704651	171	0	0.0
[Clostridium] saccharolyticum	84030	species	4662871	2	2	0.0
Eggerthella lenta	84112	species	3632260	1	0	0.0
Cryptobacterium curtum	84163	species	1617804	1	0	0.0
Hippea maritima	84405	species	1694430	13	1	0.0
Lysobacter antibioticus	84531	species	11681564	8	1	0.0
Pedobacter	84567	genus	0	1	0	0.0
Gordonia polyisoprenivorans	84595	species	5844299	1	0	0.0
Desulfotalea psychrophila	84980	species	3659634	49	0	0.0
Thauera sp. MZ1T	85643	species	4574586	1	0	0.0
Achromobacter xylosoxidans	85698	species	9063264	1	0	0.0
Bartonella tribocorum	85701	species	2636792	1	0	0.0
endosymbiont of Acanthamoeba sp. UWC8	86106	species	1615277	1	0	0.0
Saccharophagus degradans	86304	species	5057531	1	0	0.0
Mycoplasma dispar	86660	species	1084449	2	0	0.0
Bacillus weihenstephanensis	86662	species	5740546	1	0	0.0
Aerococcus christensenii	87541	species	1634920	2	0	0.0
Caulobacter segnis	88688	species	4655622	1	0	0.0
Ruegeria pomeroyi	89184	species	4601048	1	0	0.0
Pandoraea apista	93218	species	16769721	1	0	0.0
Dyadobacter fermentans	94254	species	6967790	1	0	0.0
Flavobacterium psychrophilum	96345	species	7603866	13306	1	0.0
Halobacteriovorax marinus	97084	species	3437906	11	0	0.0
Anaerobaculum mobile	97477	species	2160700	1	0	0.0
Lactobacillus mucosae	97478	species	2434610	1	0	0.0
Calothrix sp. PCC 7507	99598	species	7023215	1	0	0.0
Onion yellows phytoplasma	100379	species	853092	6	0	0.0
Chloroherpeton thalassium	100716	species	3293456	13	1	0.0
Aequorivita sublithincola	101385	species	3520671	20	4	0.0
Burkholderia ubonensis	101571	species	22281372	1	0	0.0
Desulfotomaculum gibsoniae	102134	species	4855529	412	340	0.0
Rhodococcus pyridinivorans	103816	species	5590512	1	0	0.0
Ralstonia mannitolilytica	105219	species	9915295	15	13	0.0
Methylibium petroleiphilum	105560	species	4643639	4	0	0.0
Frankia casuarinae	106370	species	5433628	1	0	0.0
Cupriavidus necator	106590	species	7948767	12	5	0.0
Thioalkalivibrio versutus	106634	species	2969361	13	5	0.0
Acinetobacter nosocomialis	106654	species	4061750	6	0	0.0
Thioalkalivibrio paradoxus	108010	species	3756729	11	0	0.0
Sinorhizobium medicae	110321	species	6817576	1	1	0.0
Actinomyces radicidentis	111015	species	3051613	1	0	0.0
Muricauda ruestringensis	111501	species	3842422	3	0	0.0
Aerococcus sanguinicola	119206	species	2033849	2	0	0.0
Syntrophobacter fumaroxidans	119484	species	4990251	5	0	0.0
Aerococcus urinaehominis	128944	species	1831400	1	0	0.0
Geobacillus subterraneus	129338	species	3474426	4	0	0.0
Desulfomicrobium orale	132132	species	2783374	1	0	0.0
Rhodococcus jostii	132919	species	9702737	2	0	0.0
Caldilinea aerophila	133453	species	5144873	5	5	0.0
Nitrosococcus halophilus	133539	species	4145260	15	2	0.0
Leisingera methylohalidivorans	133924	species	4650996	2	0	0.0
Leuconostoc kimchii	136609	species	2101787	2	0	0.0
Weissella cibaria	137591	species	2577731	2	0	0.0
Blastococcus saxobsidens	138336	species	4875340	1	0	0.0
Helicobacter cetorum	138563	species	1903950	4	0	0.0
Filifactor alocis	143361	species	1931012	1	0	0.0
[Eubacterium] sulci	143393	species	1739380	1	0	0.0
Rathayibacter toxicus	145458	species	4674320	1	0	0.0
Salinibacter ruber	146919	species	3710123	2	0	0.0
Sulfuricurvum kujiense	148813	species	2819357	12	0	0.0
Pseudopedobacter saltans	151895	species	4635236	496	28	0.0
Sphingomonas melonis	152682	species	4196755	1	0	0.0
Kozakia baliensis	153496	species	6599181	12	0	0.0
Bacillus toyonensis	155322	species	5025419	1	0	0.0
Caulobacter vibrioides	155892	species	4029938	1	0	0.0
Chromohalobacter salexigens	158080	species	3696649	11	0	0.0
Hahella chejuensis	158327	species	7215267	18	0	0.0
Bifidobacterium scardovii	158787	species	3158347	2	0	0.0
