name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Acinetobacter baumannii	470	species	11595472	1	0	0.0
Moraxella catarrhalis	480	species	2846413	5	1	0.0
Neisseria gonorrhoeae	485	species	4967431	3	1	0.0
Neisseria lactamica	486	species	2220606	2	0	0.0
Neisseria meningitidis	487	species	8508873	2	0	0.0
Thermomicrobium roseum	500	species	2920744	1	0	0.0
Alcaligenes faecalis	511	species	4248684	3	1	0.0
Bordetella bronchiseptica	518	species	6491145	11	0	0.0
Bordetella parapertussis	519	species	4815611	11	0	0.0
Bordetella pertussis	520	species	48698463	10	0	0.0
Bordetella avium	521	species	3732255	7	0	0.0
Acidiphilium cryptum	524	species	3963080	2	0	0.0
Beijerinckia	532	genus	0	3	0	0.0
Beijerinckia indica	533	species	4418616	17	0	0.0
Chromobacterium violaceum	536	species	4751080	3	0	0.0
Citrobacter koseri	545	species	4735357	1	1	0.0
Erwinia amylovora	552	species	3869718	1	0	0.0
Escherichia coli	562	species	12319210	158	11	9.0033e-12
Shimwellia blattae	563	species	4158725	1	0	0.0
Escherichia fergusonii	564	species	4643861	141	0	0
Klebsiella oxytoca	571	species	16779606	1	0	0.0
Proteus mirabilis	584	species	5337360	1	0	0.0
Proteus vulgaris	585	species	3794983	1	0	0.0
Serratia marcescens	615	species	8465231	1	0	0.0
Shigella boydii	621	species	4698475	140	0	0
Shigella dysenteriae	622	species	4560911	66	3	0.0
Shigella flexneri	623	species	4763519	141	0	0
Shigella sonnei	624	species	6798914	144	1	6.09504e-15
Xenorhabdus nematophila	628	species	4586662	3	0	0.0
Edwardsiella tarda	636	species	3717889	1	0	0.0
Vibrio cholerae	666	species	6170861	1	1	0.0
Actinobacillus	713	genus	0	1	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	4378647	109	21	0.0
Haemophilus	724	genus	0	1	0	0.0
Haemophilus influenzae	727	species	2672708	2	0	0.0
Haemophilus parainfluenzae	729	species	2086875	86	0	0.0
[Haemophilus] ducreyi	730	species	10121291	4	1	0.0
Histophilus somni	731	species	2138367	2	0	0.0
Aggregatibacter aphrophilus	732	species	3520359	86	0	0.0
[Haemophilus] parasuis	738	species	4546750	4	1	0.0
Pasteurella multocida	747	species	2546987	2	0	0.0
Gallibacterium anatis	750	species	2694139	3	0	0.0
Anaplasma	768	genus	0	3	0	0.0
Anaplasma centrale	769	species	1206806	12	0	0.0
Anaplasma marginale	770	species	1200061	5	0	0.0
Ehrlichia ruminantium	779	species	2264626	1	0	0.0
Rickettsia	780	genus	0	2	0	0.0
Rickettsia conorii	781	species	1268755	21	0	0.0
Rickettsia prowazekii	782	species	1111249	21	0	0.0
Rickettsia rickettsii	783	species	1265141	13	0	0.0
Orientia tsutsugamushi	784	species	2068019	3	0	0.0
Rickettsia typhi	785	species	1112275	21	0	0.0
Rickettsia akari	786	species	1231060	12	0	0.0
Rickettsia australis	787	species	1323280	11	0	0.0
Rickettsia canadensis	788	species	1155000	73	49	0.0
Bacteroides fragilis	817	species	7824806	235	2	0.0
Bacteroides thetaiotaomicron	818	species	6390542	415	3	0.0
Bacteroides vulgatus	821	species	5163189	298	5	0.0
Parabacteroides distasonis	823	species	4811379	673	124	0.0
Campylobacter gracilis	824	species	2281652	1	0	0.0
Campylobacter ureolyticus	827	species	1641887	2	0	0.0
Fibrobacter succinogenes	833	species	7685639	2	1	0.0
Porphyromonas gingivalis	837	species	2343668	18	8	0.0
Fusobacterium nucleatum	851	species	2948417	2	0	0.0
Syntrophomonas wolfei	863	species	2936195	3	1	0.0
Desulfovibrio	872	genus	0	5	0	0.0
Desulfovibrio africanus	873	species	4200534	4	1	0.0
Desulfovibrio desulfuricans	876	species	3366008	4	2	0.0
Desulfovibrio salexigens	880	species	4289847	3	0	0.0
Desulfovibrio vulgaris	881	species	3802302	38	13	0.0
Desulfobulbus propionicus	894	species	3851869	51	0	0.0
Desulfococcus multivorans	897	species	4455399	6	1	0.0
Desulfomicrobium baculatum	899	species	3942657	4	1	0.0
Megasphaera elsdenii	907	species	2504349	1	0	0.0
Nitrosomonas europaea	915	species	2812094	1	0	0.0
Nitrosomonas eutropha	916	species	2781824	1	0	0.0
Acidithiobacillus ferrooxidans	920	species	2933717	7	1	0.0
Starkeya novella	921	species	4765023	11	0	0.0
Halothiobacillus neapolitanus	927	species	2582886	15	5	0.0
Ehrlichia canis	944	species	1315030	1	0	0.0
Ehrlichia chaffeensis	945	species	1174554	1	0	0.0
Anaplasma phagocytophilum	948	species	1493914	12	0	0.0
Neorickettsia risticii	950	species	879977	10	0	0.0
Neorickettsia sennetsu	951	species	859006	10	0	0.0
Francisella persica	954	species	3057444	2	0	0.0
Bdellovibrio bacteriovorus	959	species	3652240	1	1	0.0
Herbaspirillum seropedicae	964	species	8221139	6	0	0.0
Selenomonas ruminantium	971	species	3631933	4	0	0.0
Cellulophaga lytica	979	species	3795066	1	0	0.0
Pedobacter heparinus	984	species	5167383	26	0	0.0
Cytophaga hutchinsonii	985	species	4433218	2	0	0.0
Flavobacterium johnsoniae	986	species	5603295	7881	7	0.0
Solitalea canadensis	995	species	5202069	558	478	0.0
Flavobacterium columnare	996	species	6492116	7881	10	0.0
Saprospira grandis	1008	species	4400185	8	5	0.0
Weeksella virosa	1014	species	2272954	1	0	0.0
Capnocytophaga ochracea	1018	species	2612925	1	0	0.0
Allochromatium vinosum	1049	species	3669074	4	0	0.0
Halorhodospira halophila	1053	species	2678452	48	1	0.0
Rhodobacter capsulatus	1061	species	3871920	3	1	0.0
Rhodobacter sphaeroides	1063	species	5768316	3	1	0.0
Rhodopseudomonas palustris	1076	species	5408501	63	27	0.0
Blastochloris viridis	1079	species	11174693	5	0	0.0
Rhodospirillum	1081	genus	0	1	0	0.0
Pararhodospirillum photometricum	1084	species	3876289	6	0	0.0
Rhodospirillum rubrum	1085	species	4379691	95	5	0.0
Chlorobium	1091	genus	0	3	0	0.0
Chlorobium limicola	1092	species	2763181	20	0	0.0
Chlorobium phaeovibrioides	1094	species	1966858	19	0	0.0
Chlorobium phaeobacteroides	1096	species	2935152	46	8	0.0
Chlorobaculum tepidum	1097	species	2154946	35	0	0.0
Pelodictyon luteolum	1100	species	2364842	22	0	0.0
Prosthecochloris aestuarii	1102	species	2579695	24	0	0.0
Microcystis aeruginosa	1126	species	4810004	2	0	0.0
Trichodesmium erythraeum	1206	species	7750108	2	0	0.0
Nitrosococcus oceani	1229	species	3522111	3	0	0.0
Nitrosospira multiformis	1231	species	3234309	4	1	0.0
Leuconostoc gelidum	1244	species	1966103	1	0	0.0
Leuconostoc mesenteroides	1245	species	1966146	3	0	0.0
Leuconostoc lactis	1246	species	1788069	3	0	0.0
Leuconostoc carnosum	1252	species	1773468	3	0	0.0
Finegoldia magna	1260	species	1986740	10	7	0.0
Staphylococcus aureus	1280	species	7252422	2	0	0.0
Staphylococcus carnosus	1281	species	2605765	1	0	0.0
Staphylococcus epidermidis	1282	species	3296362	6	3	2.37828e-06
Staphylococcus haemolyticus	1283	species	2629003	2	0	0.0
Staphylococcus hyicus	1284	species	2472129	94	0	0.0
Staphylococcus simulans	1286	species	2647552	1	0	0.0
Staphylococcus warneri	1292	species	2560716	1	0	0.0
Streptococcus gordonii	1302	species	3335036	2	0	0.0
Streptococcus oralis	1303	species	1958690	2	0	0.0
Streptococcus salivarius	1304	species	3636237	2	0	0.0
Streptococcus suis	1307	species	2683756	1	0	0.0
Streptococcus thermophilus	1308	species	3463400	2	0	0.0
Streptococcus mutans	1309	species	2017559	13	13	0.0
Streptococcus agalactiae	1311	species	5721038	2	2	0.0
Streptococcus pneumoniae	1313	species	2272871	2	0	0.0
Streptococcus anginosus	1328	species	2557124	2	0	0.0
Streptococcus intermedius	1338	species	1963517	2	0	0.0
Enterococcus gallinarum	1353	species	3821349	2	0	0.0
Lactococcus lactis	1358	species	2704731	6	6	0.0
Lactococcus piscium	1364	species	2503066	4	3	0.0
Aerococcus urinae	1376	species	2027618	8	0	0.0
Aerococcus viridans	1377	species	2199877	1	0	0.0
Atopobium parvulum	1382	species	1543805	1	0	0.0
Bacillus anthracis	1392	species	17446789	1	1	0.0
Brevibacillus brevis	1393	species	6296436	2	0	0.0
Bacillus cereus	1396	species	9676532	1	1	0.0
Bacillus coagulans	1398	species	4327944	1	1	0.0
Bacillus cellulosilyticus	1413	species	4681672	1	1	0.0
Bacillus subtilis	1423	species	7550081	1	1	0.0
Bacillus thuringiensis	1428	species	10269592	2	0	0.0
Amphibacillus xylanus	1449	species	2569486	49	0	0.0
Paenibacillus larvae	1464	species	4056006	8	0	0.0
Sporosarcina psychrophila	1476	species	4674191	2	0	0.0
Clostridium	1485	genus	0	2	0	0.0
Clostridium botulinum	1491	species	4637504	735	1	0.0
Clostridium cellulovorans	1493	species	5262222	1	1	0.0
Clostridioides difficile	1496	species	6297836	336	302	0.0
Clostridium formicaceticum	1497	species	4586755	31	0	0.0
Clostridium pasteurianum	1501	species	7159922	2	0	0.0
Clostridium perfringens	1502	species	6907798	13	13	0.0
Clostridium sporogenes	1509	species	8284974	728	0	0.0
[Clostridium] stercorarium	1510	species	4042789	13	0	0.0
Acetoanaerobium sticklandii	1511	species	2715461	19	1	0.0
Clostridium tetani	1513	species	2869591	732	2	0.0
Ruminiclostridium thermocellum	1515	species	3634338	21	0	0.0
Thermoanaerobacterium thermosaccharolyticum	1517	species	2840014	2	0	0.0
Clostridium tyrobutyricum	1519	species	3134437	727	0	0.0
Clostridium beijerinckii	1520	species	6161692	2	0	0.0
[Clostridium] cellulolyticum	1521	species	4068724	15	0	0.0
Clostridium kluyveri	1534	species	3989551	726	0	0.0
Clostridium ljungdahlii	1538	species	4630065	189	0	0.0
Clostridium novyi	1542	species	2547720	1	0	0.0
Gottschalkia acidurici	1556	species	3108248	17	9	0.0
Clostridium baratii	1561	species	3338630	2	0	0.0
Desulfotomaculum ruminis	1564	species	3969014	2	0	0.0
Desulfotomaculum nigrificans	1565	species	2892255	1	1	0.0
Halobacillus halophilus	1570	species	4170008	5	0	0.0
Leifsonia xyli	1575	species	2955779	12	0	0.0
Lactobacillus brevis	1580	species	2493592	1	0	0.0
Lactobacillus casei	1582	species	3039836	5	0	0.0
Lactobacillus paracasei	1597	species	4200086	5	0	0.0
Trueperella pyogenes	1661	species	3453353	2	0	0.0
Bifidobacterium adolescentis	1680	species	3233293	21	0	0.0
Bifidobacterium bifidum	1681	species	2209322	32	5	0.0
Bifidobacterium angulatum	1683	species	2043306	4	0	0.0
Bifidobacterium asteroides	1684	species	2167304	27	2	0.0
Bifidobacterium breve	1685	species	2328021	3	0	0.0
Bifidobacterium catenulatum	1686	species	2079525	4	0	0.0
Bifidobacterium coryneforme	1687	species	1755151	3	0	0.0
Bifidobacterium dentium	1689	species	2636018	24	1	0.0
Bifidobacterium indicum	1691	species	1734546	4	1	0.0
Bifidobacterium pseudolongum	1694	species	2032698	5	0	0.0
Brevibacterium linens	1703	species	8072179	3	3	0.0
Peptoclostridium acidaminophilum	1731	species	3055036	3	0	0.0
Eubacterium limosum	1736	species	4233519	40884	39175	0.0
Propionibacterium freudenreichii	1744	species	2646865	6	0	0.0
Mycobacterium	1763	genus	0	1	0	0.0
Mycobacterium bovis	1765	species	6302864	49	0	0.0
Mycobacterium leprae	1769	species	3268137	16	0	0.0
Mycobacterium chelonae	1774	species	5029817	4	0	0.0
Rhodococcus	1827	genus	0	2	0	0.0
Rhodococcus fascians	1828	species	5502110	1	0	0.0
Frankia alni	1859	species	7497934	2	0	0.0
Geodermatophilus obscurus	1861	species	5322497	1	0	0.0
Streptosporangium roseum	2001	species	10369518	3	0	0.0
Thermobispora bispora	2006	species	4189976	2	0	0.0
Tropheryma whipplei	2039	species	926620	6	0	0.0
Pimelobacter simplex	2045	species	5637360	5	0	0.0
Gordonia bronchialis	2054	species	5290012	8	0	0.0
Gordonia terrae	2055	species	5701501	8	0	0.0
Sphaerobacter thermophilus	2057	species	3993764	1	1	0.0
Tsukamurella paurometabola	2061	species	4479724	8	0	0.0
Mycoplasma arginini	2094	species	678592	1	0	0.0
Mycoplasma hominis	2098	species	925558	1	0	0.0
Mycoplasma hyopneumoniae	2099	species	909234	3	0	0.0
Mycoplasma mycoides	2102	species	2100167	4	3	0.0
Mycoplasma agalactiae	2110	species	942070	2	0	0.0
Mycoplasma arthritidis	2111	species	820453	1	0	0.0
Mycoplasma fermentans	2115	species	1048137	2	0	0.0
Mycoplasma flocculare	2128	species	778866	3	0	0.0
Desulfobacterium autotrophicum	2296	species	5657782	6	1	0.0
Thermotoga neapolitana	2337	species	1884562	1	0	0.0
Haliscomenobacter hydrossis	2350	species	8771651	12	2	0.0
Flexistipes sinusarabici	2352	species	2526590	3	0	0.0
Desulfomonile tiedjei	2358	species	6527027	13	3	0.0
Teredinibacter	2425	genus	0	1	0	0.0
Teredinibacter turnerae	2426	species	5193164	50	3	0.0
Roseobacter denitrificans	2434	species	4331234	4	0	0.0
Gardnerella vaginalis	2702	species	1669705	2	1	0.0
Marinobacter hydrocarbonoclasticus	2743	species	4384621	1	0	0.0
Halomonas elongata	2746	species	4061296	2	0	0.0
Homo sapiens	9606	species	3238442024	16	12	0.0
Escherichia virus Lambda	10710	species	48502	1	0	2.25584e-14
Burkholderia mallei	13373	species	18282343	1	0	0.0
Bifidobacterium animalis	28025	species	2054141	46	17	3.81653e-06
Bifidobacterium pseudocatenulatum	28026	species	2313752	4	0	0.0
Staphylococcus lugdunensis	28035	species	3479969	1	0	0.0
Streptococcus mitis	28037	species	3110438	2	0	0.0
Acidothermus cellulolyticus	28049	species	2443540	2	0	0.0
Rubrivivax gelatinosus	28068	species	5043253	22	18	0.0
Sinorhizobium	28105	genus	0	3	0	0.0
Alteromonas macleodii	28108	species	5557691	1	0	0.0
Francisella philomiragia	28110	species	4757195	2	0	0.0
Tannerella forsythia	28112	species	3383154	385	0	0.0
Bacteroides ovatus	28116	species	6473892	429	7	0.0
Odoribacter splanchnicus	28118	species	4392288	12	10	0.0
Porphyromonas asaccharolytica	28123	species	2186370	4	1	0.0
Prevotella denticola	28129	species	2937589	15	11	0.0
Prevotella intermedia	28131	species	2718355	4	4	0.0
Prevotella melaninogenica	28132	species	3168282	4	0	0.0
Cronobacter sakazakii	28141	species	5648091	1	0	0.0
Leptospira santarosai	28183	species	3983611	1	0	0.0
Acetohalobium arabaticum	28187	species	2469596	4	0	0.0
Capnocytophaga canimorsus	28188	species	2571406	2	0	0.0
Desulfobacula toluolica	28223	species	5197905	5	0	0.0
Colwellia psychrerythraea	28229	species	5373180	1	0	0.0
Geobacter	28231	genus	0	1	0	0.0
Geobacter metallireducens	28232	species	4011182	3	0	0.0
Ornithobacterium rhinotracheale	28251	species	2398521	283	98	0.0
Thermodesulfovibrio yellowstonii	28262	species	2003803	1	0	0.0
[Clostridium] propionicum	28446	species	3120417	8	1	0.0
Clavibacter michiganensis	28447	species	3302478	6	0	0.0
Komagataeibacter xylinus	28448	species	3905082	22	0	0.0
Burkholderia pseudomallei	28450	species	11222453	1	0	0.0
Leptospira alstonii	28452	species	4591888	1	0	0.0
Salmonella enterica	28901	species	6689149	4	3	0.0
Mycoplasma bovis	28903	species	1562794	2	0	0.0
Thermoanaerobacterium xylanolyticum	29329	species	2534358	2	0	0.0
[Clostridium] cellulosi	29343	species	2229578	3	1	0.0
Cellulosilyticum lentocellum	29360	species	4714237	49	11	0.0
Staphylococcus capitis	29388	species	2503265	2	0	0.0
Moraxella ovis	29433	species	2306095	4	0	0.0
Pseudomonas savastanoi	29438	species	6112448	1	0	0.0
Xanthomonas albilineans	29447	species	3852299	1	1	0.0
Rhizobium etli	29449	species	6784960	1	1	0.0
Veillonella parvula	29466	species	2132142	6	0	0.0
Turneriella parva	29510	species	4409302	1	0	0.0
Pelobacter propionicus	29543	species	4241119	3	0	0.0
Lawsonia intracellularis	29546	species	1719103	3	0	0.0
Rhodothermus marinus	29549	species	3360429	2	2	0.0
Mycoplasma canadense	29554	species	693241	1	0	0.0
Taylorella equigenitalis	29575	species	1713991	22	0	0.0
Caldicellulosiruptor bescii	31899	species	2931662	47	0	0.0
Aminobacter	31988	genus	0	3	0	0.0
Rhodobacteraceae	31989	family	0	1	0	0.0
Methylobacterium radiotolerans	31998	species	6899110	21	14	0.0
Achromobacter denitrificans	32002	species	6226215	11	0	0.0
Helicobacter hepaticus	32025	species	1799146	36	0	0.0
synthetic construct	32630	species	26537524	2633	209	2.03814e-05
Desulfurella acetivorans	33002	species	1819992	2	1	0.0
Cutibacterium avidum	33010	species	2627993	6	0	0.0
Parvimonas micra	33033	species	1627009	3	2	0.0
Anaerococcus prevotii	33034	species	1998633	23	5	0.0
Acidithiobacillus caldus	33059	species	3112322	10	1	0.0
Acidobacterium capsulatum	33075	species	4127356	3	0	0.0
Coriobacterium glomerans	33871	species	2115681	3	0	0.0
Rathayibacter tritici	33888	species	3354681	5	0	0.0
Bifidobacterium thermophilum	33905	species	2291643	4	0	0.0
Geobacillus thermodenitrificans	33940	species	3608012	4	0	0.0
Kyrpidia tusciae	33943	species	3384766	3	2	0.0
Acetobacterium woodii	33952	species	4044777	1953	285	0.0
Leuconostoc citreum	33964	species	1896614	3	0	0.0
Rickettsia bellii	33990	species	1525528	11	0	0.0
Rickettsia montanensis	33991	species	1279798	21	0	0.0
Rickettsia rhipicephali	33992	species	1377049	21	0	0.0
Neorickettsia helminthoeca	33994	species	884232	10	0	0.0
Gluconacetobacter diazotrophicus	33996	species	7914538	7	0	0.0
Paracoccus aminophilus	34003	species	4873118	2	0	0.0
Rhodospirillum centenum	34018	species	4355543	36	0	0.0
Candidatus Liberibacter	34019	genus	0	1	0	0.0
Candidatus Liberibacter africanus	34020	species	1192232	55	0	0.0
Candidatus Liberibacter asiaticus	34021	species	1229983	55	0	0.0
Variovorax paradoxus	34073	species	6817856	2	0	0.0
Riemerella anatipestifer	34085	species	2813253	2	0	0.0
Pelodictyon phaeoclathratiforme	34090	species	3018238	21	0	0.0
Geobacter sulfurreducens	35554	species	3764200	1	0	0.0
Rickettsia africae	35788	species	1290917	21	0	0.0
Rickettsia japonica	35790	species	1283087	11	0	0.0
Rickettsia massiliae	35791	species	1376184	21	0	0.0
Rickettsia parkeri	35792	species	1300386	21	0	0.0
Rickettsia slovaca	35794	species	1275404	21	0	0.0
Ehrlichia muris	35795	species	1196717	1	0	0.0
Nitrosospira briensis	35799	species	3210113	5	3	0.0
Rhodovulum sulfidophilum	35806	species	6638597	2	0	0.0
Bordetella holmesii	35814	species	3697767	10	0	0.0
Clostridium saccharoperbutylacetonicum	36745	species	6666445	2	0	0.0
Pseudomonas cichorii	36746	species	5986012	3	0	0.0
Mycobacterium abscessus	36809	species	18231971	4	0	0.0
Desulfitobacterium dehalogenans	36854	species	4321753	1	0	0.0
Thiobacillus denitrificans	36861	species	2909809	3	0	0.0
Marichromatium purpuratum	37487	species	3779112	35	0	0.0
Candidatus Phytoplasma mali	37692	species	601943	14	4	0.0
Enterococcus casseliflavus	37734	species	3427276	2	0	0.0
Rhodococcus opacus	37919	species	8880502	9	0	0.0
Sinomonas atrocyanea	37927	species	4492204	1	0	0.0
Acholeplasma palmae	38986	species	1554229	49	0	0.0
[Eubacterium] eligens	39485	species	2831389	6	1	0.0
[Eubacterium] rectale	39491	species	3449685	2	0	0.0
Mesorhizobium ciceri	39645	species	6838036	13	2	0.0
Sulfurimonas denitrificans	39766	species	2201561	6	0	0.0
Blattabacterium sp. (Mastotermes darwiniensis)	39768	species	590336	9	0	0.0
Dialister pneumosintes	39950	species	1274073	30	25	0.0
Erythrobacter litoralis	39960	species	3151875	3	0	0.0
Oligotropha carboxidovorans	40137	species	5740737	1	0	0.0
Acinetobacter johnsonii	40214	species	4081329	9	6	0.0
Stenotrophomonas maltophilia	40324	species	6512435	1	0	0.0
Leptotrichia buccalis	40542	species	2465610	3	0	0.0
Xenorhabdus bovienii	40576	species	4523083	3	0	0.0
Xenorhabdus poinarii	40577	species	3659523	4	1	0.0
Thioploca ingrica	40754	species	4810005	3	1	0.0
Roseobacter litoralis	42443	species	4745450	3	0	0.0
Marinovum algicola	42444	species	5252390	4	0	0.0
Ammonifex degensii	42838	species	2157067	3	0	0.0
Rickettsia felis	42862	species	1587240	11	0	0.0
Pseudomonas alcaligenes	43263	species	4406305	2	0	0.0
Butyrivibrio proteoclasticus	43305	species	4404886	2	0	0.0
Pseudomonas denitrificans	43306	species	5696307	5	0	0.0
Kutzneria albida	43357	species	9874926	3	0	0.0
Paenarthrobacter aurescens	43663	species	5226648	1	0	0.0
Rhodococcus equi	43767	species	5043170	8	0	0.0
Caldicellulosiruptor saccharolyticus	44001	species	2970275	3	1	0.0
Paenibacillus durus	44251	species	5814491	4	4	0.0
Bradyrhizobium oligotrophicum	44255	species	8264165	1	0	0.0
Nitrosomonas ureae	44577	species	3307820	1	0	0.0
Desulfovibrio fairfieldensis	44742	species	3699310	1	0	0.0
Capnocytophaga haemolytica	45243	species	2688484	2	1	0.0
Mycoplasma bovoculi	45362	species	760240	2	0	0.0
Hyphomicrobiaceae	45401	family	0	3	0	0.0
Psychrobacter urativorans	45610	species	2931580	1	0	0.0
Desulfohalobium retbaense	45663	species	2909567	32	7	0.0
Staphylococcus pasteuri	45972	species	2559946	1	0	0.0
Autographa californica nucleopolyhedrovirus	46015	leaf	133894	1	0	0.0
Spirochaeta africana	46355	species	3285855	2	1	0.0
Lactobacillus rhamnosus	47715	species	3484485	5	0	0.0
Bibersteinia trehalosi	47735	species	2411529	4	1	0.0
Pseudomonas azotoformans	47878	species	6859618	1	0	0.0
Pseudomonas corrugata	47879	species	6124363	3	0	0.0
Pseudomonas fulva	47880	species	4920769	1	0	0.0
Pseudomonas oryzihabitans	47885	species	4834356	1	0	0.0
Microbulbifer	48073	genus	0	1	0	0.0
Acinetobacter pittii	48296	species	6018266	4	0	0.0
Novosphingobium aromaticivorans	48935	species	4233314	3	0	0.0
Candidatus Arthromitus sp. SFB-mouse	49118	species	1603201	2	0	0.0
Desulfitobacterium hafniense	49338	species	5503334	1	0	0.0
Syntrophobotulus glycolicus	51197	species	3406739	18	0	0.0
Wigglesworthia glossinidia	51229	species	711269	25	23	0.0
Aerococcus urinaeequi	51665	species	4067667	1	0	0.0
Tetragenococcus halophilus	51669	species	2476095	44	15	0.0
Prevotella dentalis	52227	species	3350206	9	1	0.0
Lactobacillus gallinarum	52242	species	2374782	1	1	0.0
Caldicellulosiruptor kristjanssonii	52765	species	2802443	47	0	0.0
Caldicellulosiruptor lactoaceticus	52766	species	2674809	32	0	0.0
Actinomyces meyeri	52773	species	2049088	5	0	0.0
Desulfocapsa	53318	genus	0	1	0	0.0
Hyphomicrobium denitrificans	53399	species	3723828	4	0	0.0
Pseudomonas citronellolis	53408	species	14631203	5	0	0.0
Pseudomonas resinovorans	53412	species	6484828	2	0	0.0
Nakamurella multipartita	53461	species	6060298	1	0	0.0
Acidimicrobium ferrooxidans	53635	species	2158157	3	0	0.0
Octadecabacter	53945	genus	0	1	0	0.0
Octadecabacter arcticus	53946	species	5478249	1	0	0.0
Pleurocapsa minor	54308	species	4986817	1	0	0.0
Flavobacterium branchiophilum	55197	species	3563292	633	3	0.0
Caldicellulosiruptor owensensis	55205	species	2428903	47	0	0.0
Sediminispirochaeta smaragdinae	55206	species	4653970	8	6	0.0
Janthinobacterium agaricidamnosum	55508	species	5949001	2	0	0.0
Dehalobacter restrictus	55583	species	2943336	12	0	0.0
Shewanella frigidimarina	56812	species	4845257	1	1	0.0
Burkholderia thailandensis	57975	species	9210179	1	0	0.0
Colwellia sp. MT41	58049	species	4337945	1	0	0.0
Desulfotomaculum acetoxidans	58138	species	4545624	122	118	0.0
Desulfovibrio alaskensis	58180	species	3730232	28	0	0.0
Actinotignum schaalii	59505	species	2159306	1	0	0.0
Cellulophaga algicola	59600	species	4888353	1	0	0.0
Desulfotomaculum reducens	59610	species	3608104	1	0	0.0
Candidatus Phytoplasma australiense	59748	species	919869	22	0	0.0
Shewanella amazonensis	60478	species	4306142	2	0	0.0
Shewanella sp. MR-4	60480	species	4706287	2	0	0.0
Shewanella sp. MR-7	60481	species	4799109	2	0	0.0
Burkholderia vietnamiensis	60552	species	14209387	1	0	0.0
Phaeobacter gallaeciensis	60890	species	4300940	7	0	0.0
Desulfobacca acetoxidans	60893	species	3282536	7	1	0.0
Paenibacillus mucilaginosus	61624	species	8740689	5	0	0.0
Acholeplasma brassicae	61635	species	1877792	5	0	0.0
Acidiphilium multivorum	62140	species	4214744	2	0	0.0
Shewanella baltica	62322	species	5379488	2	0	0.0
